Model,Params,MSE,R2,RMSE,MAE,MAPE,CVRMSE,Training Time (s)
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",18889907.429109372,0.5035859966148294,4346.2521129255,3655.9453269040673,14.273880372175263,14.96379877138398,309.3363878726959
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",7062251.250715598,0.814408809072446,2657.4896520429947,2237.8778993076658,8.741204468654736,9.129566092478433,428.3957769870758
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",7063234.609515263,0.8143829670676432,2657.6746620900126,2237.988540266249,8.74198559969252,9.13022793308382,491.79088830947876
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",7071222.0975401355,0.8141730612794705,2659.1769586735168,2239.7997500792753,8.747381871548294,9.134965093337321,619.2795479297638
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",1113226.5655037803,0.970745158062296,1055.0955243501796,880.3136877790431,3.433316740553393,3.593749408510723,856.2494444847107
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",1118645.7536737625,0.9706027454589174,1057.6605096503142,882.9194432140052,3.4428204620727683,3.5997455660816238,983.1962871551514
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",1120064.4324819138,0.9705654635384361,1058.3309654743707,883.3642622989289,3.444231107022445,3.6023641763645116,1237.4243292808533
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",229309.61175892083,0.9939738983467685,478.8628318829107,343.25612574013616,1.2292317014939365,1.574757270745655,101.46076989173889
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",237998.07138001578,0.9937455714986914,487.85046005924374,346.97595700794955,1.2337645961663362,1.5801081359395526,115.79918074607849
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",242489.4309939089,0.9936275416028361,492.4321587730729,352.90576374558884,1.2602952300059387,1.5918067972301002,146.76473879814148
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",219197.37027163676,0.9942396412202442,468.1851880096558,341.30379276353415,1.2043282101965944,1.4648095273337678,204.52394032478333
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",219010.53871882395,0.9942445510272107,467.985618068359,338.0143375756391,1.190883862238544,1.4752909355577977,235.08859586715698
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",222713.03938006435,0.9941472518116015,471.9248238650562,344.18972592171576,1.2157832740339567,1.4815555235201343,295.4907660484314
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",201103.17609924922,0.9947151444169037,448.44528774338704,329.9440745061903,1.1653341621424798,1.387030306953236,417.49022936820984
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",205514.9569604918,0.9945992057968969,453.33757505912945,328.30016163931367,1.1572717816002822,1.4101941636873483,474.9073677062988
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",204557.42489665438,0.994624369092533,452.2802503942156,329.0260955043659,1.1635441148947288,1.4322256973334355,592.6939361095428
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",160807.88313185808,0.9957740774886823,401.0085823668342,288.4319876520313,1.015108971672034,1.3079872286683092,159.2384693622589
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",165933.90091397852,0.9956393692050025,407.34985075973515,290.0748232423578,1.0230462852884883,1.3388966760470438,181.71705317497253
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",160565.89891598048,0.9957804366703676,400.7067492768003,286.4125332767255,1.000913984612655,1.2957554813952177,229.46372604370117
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",154005.73658140193,0.995952833303839,392.435646420406,278.3341113072668,0.9772848704602506,1.308540512972687,328.1581881046295
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",153952.79532386016,0.9959542245643149,392.3681884708037,278.1827781281602,0.9673536867459889,1.2785018697273822,374.79457688331604
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",152707.6548860609,0.9959869460136828,390.77826818550295,276.3500270361839,0.9519165335139483,1.2588142089751313,471.82072591781616
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",155499.5288401781,0.9959135774526292,394.33428565137234,280.8405841368215,0.9725643518376363,1.3093258163148307,671.7629795074463
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",148878.99898315873,0.9960875605038001,385.84841451424774,276.89237339259665,0.9558261285708416,1.2730819599031573,767.0269105434418
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",151278.14074357014,0.9960245126794292,388.9449070801289,274.3827149863569,0.9444011247638072,1.269746790244011,967.1269879341125
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",133665.4559203573,0.9964873621357467,365.6028664006305,258.38729786619365,0.9111591360270057,1.2206085308049335,212.8517906665802
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",137957.48227446454,0.9963745705832697,371.42628107669566,264.95989697960766,0.9387174910114571,1.2406314696678344,244.7181372642517
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",131977.53764838775,0.9965317194874129,363.28712838247895,255.17625776326247,0.898839443110296,1.2199148551689525,307.26680064201355
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",131148.29674158385,0.9965535113781283,362.14402762103344,252.99430006646665,0.8807689870190628,1.2274965768799873,442.26063871383667
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",137929.2602487994,0.9963753122390346,371.3882877108531,263.31155305868083,0.9238496683016912,1.2361661837207185,507.6094741821289
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",134194.617149223,0.9964734561362047,366.3258346734816,255.85712739679553,0.9006711808083998,1.2444669457716833,639.2256832122803
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",135652.23933356107,0.9964351508101111,368.3099772386856,259.8095397593877,0.9080250510174177,1.2335329328094697,920.2207267284393
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",134787.1955662059,0.9964578835758098,367.1337570507592,257.5567676775746,0.8985254102433768,1.243323220177579,1055.9407131671906
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",135008.02852532073,0.9964520802348604,367.4343866941698,257.0390613223711,0.9050667383615796,1.2561394655420772,1335.0164411067963
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",46377423.23016941,-0.21876734540791087,6810.097152770246,5719.335800028056,22.32041808984431,23.501823636703296,0.8932533264160156
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",46377438.73688168,-0.21876775291383166,6810.098291279039,5719.313068983313,22.32033003374804,23.50188832688622,0.48790979385375977
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",46376202.28879969,-0.2187352598937009,6810.007510186731,5719.26006208564,22.31996109704586,23.501528742838413,0.4512753486633301
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",42132163.090907454,-0.10720477745720736,6490.9292933221395,5448.272200891419,21.268770952279837,22.421257411010696,0.6065053939819336
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",42135314.435052566,-0.10728759265198762,6491.172038626966,5448.390375320839,21.26933110106657,22.422396638669866,0.6251308917999268
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",42135198.80319335,-0.1072845539248597,6491.163131765627,5448.301416947407,21.26905989950478,22.422658307977418,1.6975526809692383
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",34822301.78905918,0.08489343830477025,5901.042432406259,4946.722400073856,19.32161897279963,20.425881267829727,1.03641676902771
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",34825344.09429781,0.08481348857877513,5901.300203709163,4946.797240655497,19.321933070195616,20.427313455114703,1.0216624736785889
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",34827754.73518513,0.08475013856511893,5901.504446764836,4946.812690849438,19.32216704734639,20.428530298318847,1.018144130706787
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",46251683.66361044,-0.21546299456057616,6800.859038651694,5715.437011632024,22.299710421150483,23.44466389313059,0.6103029251098633
