Model,Params,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,Training Time (s)
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",45962543.245290115,0.0897494450962959,5637.959740713355,18.54836080508439,18.54836080508439,6779.568072177616,22.69832582419421,0.17673707008361816
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",45960288.5593584,0.08979409730602073,5637.907751729978,18.548135475917004,18.548135475917004,6779.401784771161,22.697378221381914,0.09486222267150879
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",45969807.23863122,0.08960558765276261,5638.223318985903,18.54921261452339,18.54921261452339,6780.103777865883,22.69926119547607,0.0877676010131836
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",41855014.390811935,0.17109569260741175,5379.261599701034,17.696356746809503,17.696356746809503,6469.545145588825,21.66202458562274,0.15989041328430176
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",41846159.72587934,0.17127105200006698,5378.96093126764,17.695362996198146,17.695362996198146,6468.860774964889,21.659636619186163,0.15439438819885254
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",41858228.01162506,0.17103204947711792,5379.659493446891,17.697561152164138,17.697561152164138,6469.793506103967,21.66207207253203,0.15897130966186523
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",34758180.000921264,0.31164268990873345,4900.013728555137,16.11784791718521,16.11784791718521,5895.60683907274,19.743407277934402,0.32948756217956543
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",34747454.29279608,0.3118551037806244,4899.486804132024,16.11610642430974,16.11610642430974,5894.697133254268,19.740351169274913,0.35980892181396484
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",34761236.478170164,0.3115821588781287,4900.888810686312,16.120179409434403,16.120179409434403,5895.86604988361,19.74281794841994,0.31209278106689453
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",23485238.460533656,0.5348940717518461,3958.70632770676,12.97657025749561,12.97657025749561,4846.157081702331,16.103938878506103,0.07051372528076172
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",23490876.511749487,0.5347824147614921,3959.7074237707584,12.979238455934365,12.979238455934365,4846.738750102948,16.10388418289818,0.1031954288482666
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",23490492.2923409,0.534790023912448,3961.9065515077646,12.98691208168979,12.98691208168979,4846.699113039812,16.10534985224899,0.04932808876037598
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",12340571.41507652,0.7556050821980296,2817.5467466144632,9.186565586883127,9.186565586883127,3512.914945608066,11.575413502109184,0.07857728004455566
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",12317114.043109585,0.7560696362531769,2814.031859132261,9.177982354551716,9.177982354551716,3509.574624240035,11.574201992602525,0.06996583938598633
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",12309525.327585626,0.7562199245538008,2815.8836616055146,9.181116777687084,9.181116777687084,3508.4933130313398,11.562034307283078,0.068878173828125
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",5184488.936343446,0.8973254394123997,1764.3522816320217,5.64784017409929,5.64784017409929,2276.947284489355,7.334248675355963,0.14008259773254395
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",5187206.654022903,0.8972716172378391,1766.7392076025696,5.655368820233586,5.655368820233586,2277.543996067453,7.337501761668093,0.13008928298950195
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",5174919.665535235,0.8975149509896141,1765.794530300738,5.654237572222103,5.654237572222103,2274.8449761544707,7.334184158592231,0.11970019340515137
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",21068663.999898702,0.5827523513083085,3785.148374297678,12.425281113215725,12.425281113215725,4590.06143748629,15.311957172523677,0.05806684494018555
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",21081404.706878763,0.5825000320330984,3787.330034708379,12.432486459251505,12.432486459251505,4591.449085733039,15.319334992738792,0.11894631385803223
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",21081999.201524712,0.5824882585531481,3785.98499698067,12.427359390995145,12.427359390995145,4591.513824603462,15.31494711817755,0.055730581283569336
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",9706534.090591887,0.8077700358093574,2531.3623874780506,8.276661300351524,8.276661300351524,3115.531108910949,10.342586308510763,0.10389900207519531
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",9715660.29546123,0.8075892987904731,2533.6948367467166,8.282689404902712,8.282689404902712,3116.9953954828406,10.341889039024696,0.1064906120300293
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",9717690.447974727,0.8075490932813462,2533.906849868698,8.283087445026654,8.283087445026654,3117.321037040415,10.33874678683792,0.10913634300231934
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",3357878.4736059955,0.9334999647955237,1410.4855638487913,4.538835328586197,4.538835328586197,1832.4514928384858,6.00263064765523,0.2082686424255371
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",3364057.3684882694,0.9333775968389624,1412.504486521204,4.543638698979353,4.543638698979353,1834.1366820627816,6.004956036300994,0.18543291091918945
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",3368775.1684247684,0.9332841646720955,1414.0876414429215,4.5475047389936805,4.5475047389936805,1835.422340613944,6.007176675939057,0.3009333610534668
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",20107114.361081153,0.6017950550079306,3720.3426618453327,12.230132049127567,12.230132049127567,4484.095712747571,15.019815041416207,0.0971217155456543
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",20087045.41683327,0.6021925040250679,3718.1097844548904,12.223557092904299,12.223557092904299,4481.857362392658,15.012136083547754,0.09409236907958984
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",20097732.39867207,0.6019808570955867,3718.4147716417256,12.223384704614046,12.223384704614046,4483.049453070094,15.012096593784763,0.0912010669708252
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",8666713.843701053,0.8283628248480595,2424.50408356522,7.953014329051405,7.953014329051405,2943.9283013859313,9.846368060606189,0.17206120491027832
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",8644754.1313626,0.8287977189798948,2420.8445226734307,7.940855631715374,7.940855631715374,2940.1962742923474,9.832431184009666,0.16085600852966309
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",8634967.72326226,0.8289915307834825,2419.4454441997027,7.935620530491187,7.935620530491187,2938.5315590039627,9.822497837192614,0.1520249843597412
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",2593219.968823952,0.9486434007140967,1256.0312127884295,4.076640510930762,4.076640510930762,1610.347778842804,5.33482371537617,0.3226046562194824
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",2562322.077817342,0.9492553081597753,1249.9838817278976,4.055731631134727,4.055731631134727,1600.72548484034,5.298424257013887,0.30925464630126953
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",2516697.8124205107,0.9501588593987246,1240.1895956518185,4.024672952045574,4.024672952045574,1586.4103543599654,5.251149091766528,0.30553174018859863
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",2572283.863625505,0.9490580231442068,1169.8763917232343,3.6794116962507366,3.6794116962507366,1603.8341134997424,5.0892065141056,0.06310367584228516
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",2545760.6634332244,0.9495832934183952,1160.2711418476001,3.6609472148347497,3.6609472148347497,1595.5440023494257,5.100043408052916,0.0713043212890625
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",2540167.5384587473,0.9496940606813051,1155.116457019445,3.6342481621214153,3.6342481621214153,1593.7903056734744,5.074138749893248,0.09663271903991699
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",2032990.1325856405,0.9597382941491285,1011.2291259013921,3.199217532759268,3.199217532759268,1425.8296295790885,4.564186293591089,0.08656787872314453
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",2020190.275003538,0.9599917848536053,1008.6723819079193,3.19622142550723,3.19622142550723,1421.3339772915929,4.570555551779062,0.0641181468963623
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",1938750.9862538935,0.961604623320348,979.597461587293,3.1019995990059837,3.1019995990059837,1392.3903857230175,4.464079445449702,0.06886434555053711
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",2007373.0094204794,0.9602456203092951,1005.6245480995966,3.1833791629711534,3.1833791629711534,1416.8179168194054,4.538672824472823,0.10029149055480957
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",2005528.471312157,0.9602821498770276,1005.0398565815686,3.1862884820240196,3.1862884820240196,1416.1668232634731,4.5553878142844555,0.0988771915435791
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",1938749.6079675113,0.9616046506161818,979.5973705484403,3.101993741416929,3.101993741416929,1392.3898907876023,4.464070859254635,0.09293699264526367
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",1642640.2396993986,0.967468854329623,910.91167633892,2.889477113001898,2.889477113001898,1281.655273347478,4.1158942262785185,0.054840087890625
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",1580648.8488680993,0.9686965430935434,893.8535710988856,2.838573125026421,2.838573125026421,1257.238580726864,4.036633650441292,0.05840635299682617
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",1573818.7360641106,0.9688318078881111,886.9218437258692,2.8145372465073946,2.8145372465073946,1254.5193247073203,4.023518093353244,0.056610107421875
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",1622642.1010600557,0.9678649010996279,904.4288344192338,2.868683372466303,2.868683372466303,1273.8296986096907,4.087149264577274,0.1444690227508545
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",1575712.5982304837,0.9687943014977738,891.8203181253346,2.8321282625413122,2.8321282625413122,1255.2739136262187,4.030220757819928,0.07500028610229492
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",1569456.5855689354,0.9689181967088432,885.5794465867294,2.810390972851456,2.810390972851456,1252.7795438818976,4.0186051886439325,0.07110238075256348
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",1617314.394248079,0.9679704119730381,903.2083512829475,2.865741250551368,2.865741250551368,1271.7367629537487,4.082994354913059,0.09101128578186035
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",1573943.1081336173,0.9688293448010561,891.2342093658688,2.830335151679421,2.830335151679421,1254.56889333891,4.027611859004393,0.09215211868286133
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",1569456.28763544,0.9689182026091723,885.5793080682838,2.8103902007363737,2.8103902007363737,1252.779424972904,4.01860425244914,0.09386610984802246
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",1407158.5386439916,0.9721323767093887,844.7972791862636,2.691338730253663,2.691338730253663,1186.237134237498,3.8437973310492395,0.06743955612182617
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",1391821.9832419513,0.9724361046382484,839.1445865361721,2.675515132770863,2.675515132770863,1179.755052221414,3.8326954728520732,0.06495356559753418
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",1322528.0244782297,0.973808414783915,815.2319175559801,2.59834063671878,2.59834063671878,1150.0121844912035,3.7305027072373043,0.06904411315917969
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",1402859.839188746,0.9722175089342009,842.7505569269966,2.684844140696367,2.684844140696367,1184.4238427137248,3.837504196916254,0.0892629623413086
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",1389440.3894261005,0.9724832701547618,837.8359858156264,2.670928103399391,2.670928103399391,1178.7452606166019,3.8281719421783427,0.07790231704711914
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",1322527.0684269473,0.9738084337177283,815.2314219605033,2.5983379792789876,2.5983379792789876,1150.0117688210619,3.730499619085222,0.12875866889953613
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",1399707.4353285732,0.9722799397128392,841.6903174148673,2.682293091874151,2.682293091874151,1183.0923190218814,3.834942658436468,0.1611316204071045
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",1389469.5494010213,0.972482692665322,837.820867112433,2.6710797438665232,2.6710797438665232,1178.7576296257944,3.8284102063804393,0.11405539512634277
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",1322527.0520847645,0.9738084340413719,815.2314165155959,2.59833794737734,2.59833794737734,1150.0117617158376,3.730499545501452,0.10632681846618652
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",46604378.18344667,0.07703842940041283,5671.267896076107,18.650775062218482,18.650775062218482,6826.739938173027,22.833004192398253,0.04436516761779785
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",46606994.04193295,0.07698662446381532,5671.321500972219,18.650859468852094,18.650859468852094,6826.9315246260485,22.83340727356357,0.04786491394042969
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",46613074.944919534,0.07686619715655518,5671.288243621305,18.650837978316424,18.650837978316424,6827.376871457993,22.83478089773313,0.04229998588562012
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",43048995.10233651,0.14744988172594076,5442.446465776085,17.891253758746135,17.891253758746135,6561.173302263591,21.925401779991457,0.07795572280883789
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",43045676.30685381,0.14751560775449457,5442.232227245945,17.890691021202105,17.890691021202105,6560.920385651224,21.925211430357315,0.1642470359802246
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",43048555.102423996,0.14745859556412821,5441.520238134165,17.88867224440561,17.88867224440561,6561.139771596395,21.92634160800202,0.1183156967163086
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",36782482.20260319,0.2715530414195242,5014.095599672253,16.472472117557064,16.472472117557064,6064.8563216784605,20.23851937813972,0.13553428649902344
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",36792760.26079205,0.27134949288828203,5014.727685455579,16.47413132851905,16.47413132851905,6065.703608056699,20.24049759430784,0.13425660133361816
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",36779018.6898206,0.27162163345577084,5013.809837549092,16.47211494692723,16.47211494692723,6064.570775398751,20.239362693177725,0.12362837791442871
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",46151218.28690134,0.08601289030195913,5646.910413616209,18.57516986158597,18.57516986158597,6793.468796344128,22.73666434346307,0.06316566467285156
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",46151395.291895755,0.08600938486289922,5647.051773970314,18.575532565931844,18.575532565931844,6793.481823917376,22.73623248588165,0.06819748878479004
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",46156998.38715051,0.08589842014674764,5645.995803793553,18.572410714788496,18.572410714788496,6793.894198995928,22.738806682242156,0.05735635757446289
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",42207343.33081927,0.1641181062837226,5396.3236344359375,17.74766652478396,17.74766652478396,6496.717889120573,21.737856867907222,0.10614657402038574
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",42208506.11610079,0.16409507827280323,5396.485400380286,17.747888005057984,17.747888005057984,6496.807378713085,21.73700257436779,0.10162615776062012
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",42218250.40557146,0.16390210059420762,5395.306218176111,17.74437998446336,17.74437998446336,6497.55726450883,21.741091365512936,0.13755488395690918
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",35371289.64878054,0.29950055507945805,4931.7024906583365,16.214105602982002,16.214105602982002,5947.376703117143,19.890717177911654,0.2552676200866699
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",35372653.59733152,0.2994735431946116,4931.79687918134,16.21414589675243,16.21414589675243,5947.491370093067,19.890386136862876,0.19153237342834473
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",35373438.856439546,0.2994579917806045,4931.026185413367,16.211450421762315,16.211450421762315,5947.557385720591,19.890722991788927,0.19695520401000977
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",46008909.584562786,0.08883119769152181,5640.422844816737,18.55660896506669,18.55660896506669,6782.986774612109,22.7111933086687,0.0875251293182373
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",46000048.71888173,0.08900667988492572,5640.08351726326,18.555347551600214,18.555347551600214,6782.33357472793,22.70764820157745,0.23929738998413086
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",45988787.99752371,0.08922968925605768,5639.454650006604,18.553231832735463,18.553231832735463,6781.503372964118,22.704163302393464,0.1012120246887207
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",41945193.80465613,0.16930976311577117,5384.362889236009,17.71318478474232,17.71318478474232,6476.5109283205975,21.68759664950629,0.14220571517944336
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",41926068.7640909,0.16968851889292969,5383.5051967847885,17.710325389038996,17.710325389038996,6475.034267406691,21.681216889951006,0.1526930332183838
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",41905224.98906846,0.17010131279946383,5382.800140322861,17.708000839372453,17.708000839372453,6473.424517909239,21.674986594567205,0.16250896453857422
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",34927204.25247071,0.30829530293008045,4910.513666108574,16.152330669193255,16.152330669193255,5909.9242171512415,19.79538864510132,0.27916789054870605
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",34900059.20392352,0.3088328884020397,4909.107927866355,16.147624612714658,16.147624612714658,5907.627205902851,19.785644636420127,0.41460704803466797
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",34860891.441763096,0.30960857387815877,4907.790307452319,16.143195801006545,16.143195801006545,5904.311258882199,19.772983813312297,0.28635311126708984
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",23485238.460533656,0.5348940717518461,3958.70632770676,12.97657025749561,12.97657025749561,4846.157081702331,16.103938878506103,0.04543161392211914
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",23490876.511749487,0.5347824147614921,3959.7074237707584,12.979238455934365,12.979238455934365,4846.738750102948,16.10388418289818,0.1012270450592041
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",23490492.2923409,0.534790023912448,3961.9065515077646,12.98691208168979,12.98691208168979,4846.699113039812,16.10534985224899,0.06453704833984375
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",12340571.41507652,0.7556050821980296,2817.5467466144632,9.186565586883127,9.186565586883127,3512.914945608066,11.575413502109184,0.08125925064086914
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",12317114.043109585,0.7560696362531769,2814.031859132261,9.177982354551716,9.177982354551716,3509.574624240035,11.574201992602525,0.14250564575195312
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",12309525.327585626,0.7562199245538008,2815.8836616055146,9.181116777687084,9.181116777687084,3508.4933130313398,11.562034307283078,0.07225704193115234
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",5184669.5075565195,0.8973218633472977,1764.3486667035122,5.647853230642789,5.647853230642789,2276.986936184861,7.3346020578779925,0.12399530410766602
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",5187206.654022903,0.8972716172378391,1766.7392076025696,5.655368820233586,5.655368820233586,2277.543996067453,7.337501761668093,0.12077879905700684
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",5174919.665535235,0.8975149509896141,1765.794530300738,5.654237572222103,5.654237572222103,2274.8449761544707,7.334184158592231,0.1329951286315918
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",21144371.853329007,0.5812530192276677,3789.908316003387,12.443470298049522,12.443470298049522,4598.30097463498,15.349326258482957,0.058408498764038086
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",21148651.5726247,0.5811682628893827,3791.8736128082846,12.44904681292261,12.44904681292261,4598.766309851448,15.34982685735189,0.07196998596191406
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",21133013.02044333,0.581477971617314,3790.549387382487,12.442624595840263,12.442624595840263,4597.065696772598,15.335130696368696,0.05543208122253418
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",9839458.367578713,0.8051375792840141,2545.9917407976404,8.329026775911972,8.329026775911972,3136.7910940288507,10.433076063634239,0.10935211181640625
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",9829153.115951559,0.8053416663590478,2545.9535204478075,8.326747691758758,8.326747691758758,3135.1480213781865,10.418948334087432,0.17733287811279297
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",9785192.337322077,0.8062122736039066,2541.8352553403683,8.311587357422415,8.311587357422415,3128.1292072614388,10.38552260674966,0.21024322509765625
XGBoost,"{'gamma': 0.5, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",3675892.5694557433,0.9272019558783583,1475.341828396523,4.756131133663103,4.756131133663103,1917.2617373368048,6.320056843719363,0.18758296966552734
