Model,Params,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,Training Time (s)
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",854821.7377354337,0.9830709550390869,648.2754459827877,2.0600148428388665,2.0600148428388665,924.5657022275019,2.9718837309373085,4.205583572387695
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",851924.9091932947,0.9831283243577051,647.4125177468079,2.0587856319583033,2.0587856319583033,922.9977839590379,2.982418400594358,6.910524606704712
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",864892.3095037839,0.9828715156066035,652.2576794792286,2.0716052490631807,2.0716052490631807,929.9958653154239,2.99012806517599,8.513113260269165
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",595444.9817315773,0.9882076994272649,538.3594043267447,1.710347035865287,1.710347035865287,771.6508159339802,2.4764604249401114,12.353224515914917
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",593269.9581451183,0.9882507739894348,540.2507319953103,1.7201778501812122,1.7201778501812122,770.2401950983332,2.4853994371924313,12.672520160675049
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",624989.2674627603,0.9876225990263249,550.0038918435908,1.7481164317853133,1.7481164317853133,790.5626271604042,2.5410255899036973,17.87783145904541
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",426003.7529767734,0.9915633442982312,458.12612235524676,1.4584746138702203,1.4584746138702203,652.689629898295,2.1066360676394753,22.973384618759155
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",426157.8123069555,0.9915602932792735,458.5424867901645,1.460014144413511,1.460014144413511,652.8076380580695,2.1071227467128457,26.39097309112549
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",470312.8320211356,0.9906858392486921,475.7595048545959,1.5107163173467186,1.5107163173467186,685.7935782880558,2.2004387106593626,33.0463752746582
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",46604378.18344667,0.07703842940041283,5671.267896076107,18.650775062218482,18.650775062218482,6826.739938173027,22.833004192398253,2.155376672744751
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",46606994.04193295,0.07698662446381532,5671.321500972219,18.650859468852094,18.650859468852094,6826.9315246260485,22.83340727356357,0.04618239402770996
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",46613074.944919534,0.07686619715655518,5671.288243621305,18.650837978316424,18.650837978316424,6827.376871457993,22.83478089773313,0.04379725456237793
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",43048995.10233651,0.14744988172594076,5442.446465776085,17.891253758746135,17.891253758746135,6561.173302263591,21.925401779991457,0.07686281204223633
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",43045676.30685381,0.14751560775449457,5442.232227245945,17.890691021202105,17.890691021202105,6560.920385651224,21.925211430357315,0.11831045150756836
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",43048555.102423996,0.14745859556412821,5441.520238134165,17.88867224440561,17.88867224440561,6561.139771596395,21.92634160800202,0.07033610343933105
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",36782482.20260319,0.2715530414195242,5014.095599672253,16.472472117557064,16.472472117557064,6064.8563216784605,20.23851937813972,0.16831398010253906
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",36792760.26079205,0.27134949288828203,5014.727685455579,16.47413132851905,16.47413132851905,6065.703608056699,20.24049759430784,0.2470080852508545
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",36779018.6898206,0.27162163345577084,5013.809837549092,16.47211494692723,16.47211494692723,6064.570775398751,20.239362693177725,0.13613557815551758
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",46143088.9213352,0.08617388573422036,5646.776773154208,18.574338544389455,18.574338544389455,6792.870447854515,22.733297273132692,0.07846689224243164
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",46145020.49139102,0.08613563256999124,5646.921880475828,18.574843411751143,18.574843411751143,6793.012622643286,22.73406728771623,0.0644829273223877
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",46153426.35413588,0.08596916133738086,5645.940881120939,18.572021661160846,18.572021661160846,6793.631308375211,22.737397531687904,0.06236577033996582
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",42190955.21189163,0.1644426595676457,5396.03963611625,17.74599898681996,17.74599898681996,6495.4565052728685,21.731139414213477,0.1856677532196045
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",42195780.97086792,0.16434708936034548,5396.240931108707,17.74657588621824,17.74657588621824,6495.8279665388245,21.732480389354148,0.10982990264892578
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",42209761.65782177,0.16407021329650884,5395.084195257619,17.743240003929227,17.743240003929227,6496.90400558772,21.737762431386322,0.1195230484008789
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",35341031.728668526,0.30009978842529805,4930.977697455564,16.21042047435913,16.21042047435913,5944.832354967508,19.878023098749377,0.27516651153564453
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",35349195.548278525,0.2999381106588942,4931.1762981664915,16.211089029367024,16.211089029367024,5945.51894692789,19.881292259581386,0.21363520622253418
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",35358561.15896911,0.29975263240364136,4930.525215430024,16.209210360952895,16.209210360952895,5946.306514044589,19.885037346564676,0.26679420471191406
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",45957912.3674761,0.08984115584166108,5638.1230381235655,18.54864871293601,18.54864871293601,6779.2265316535995,22.696282751329804,0.09797453880310059
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",45956595.07097085,0.08986724382092004,5638.057246288896,18.548350762845043,18.548350762845043,6779.129374113673,22.69558745710713,0.14832425117492676
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",45967101.56406112,0.08965917132339807,5638.333730989132,18.54917580962135,18.54917580962135,6779.904244461061,22.697515195819427,0.10122346878051758
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",41844724.927842036,0.1712994670010094,5379.5078461516305,17.69661947528356,17.69661947528356,6468.7498736496245,21.657302346003327,0.17035627365112305
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",41838036.48354533,0.17143192616672676,5379.172267878251,17.695515484177246,17.695515484177246,6468.23287177768,21.6557396447141,0.1885066032409668
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",41851541.53210782,0.17116446973198585,5379.859091467981,17.69742252906284,17.69742252906284,6469.276739490113,21.65813733841985,0.24621129035949707
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",34736490.07751626,0.3120722410915274,4900.0498031348,16.116975514475136,16.116975514475136,5893.767053211066,19.733508434314917,0.33385181427001953
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",34730060.65049409,0.3121995706320928,4899.722802622873,16.115853474442847,16.115853474442847,5893.221585049564,19.73202365950111,0.3449993133544922
XGBoost,"{'gamma': 0, 'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",34749881.00077129,0.3118070448151048,4901.262868134223,16.119931629035015,16.119931629035015,5894.9029678843135,19.73514567973776,0.38432812690734863
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",23485238.460533656,0.5348940717518461,3958.70632770676,12.97657025749561,12.97657025749561,4846.157081702331,16.103938878506103,0.04536724090576172
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",23490876.511749487,0.5347824147614921,3959.7074237707584,12.979238455934365,12.979238455934365,4846.738750102948,16.10388418289818,0.04410696029663086
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",23490492.2923409,0.534790023912448,3961.9065515077646,12.98691208168979,12.98691208168979,4846.699113039812,16.10534985224899,0.12459087371826172
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",12340571.41507652,0.7556050821980296,2817.5467466144632,9.186565586883127,9.186565586883127,3512.914945608066,11.575413502109184,0.0703892707824707
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",12317114.043109585,0.7560696362531769,2814.031859132261,9.177982354551716,9.177982354551716,3509.574624240035,11.574201992602525,0.12115597724914551
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",12309525.327585626,0.7562199245538008,2815.8836616055146,9.181116777687084,9.181116777687084,3508.4933130313398,11.562034307283078,0.07177948951721191
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",5184488.936343446,0.8973254394123997,1764.3522816320217,5.64784017409929,5.64784017409929,2276.947284489355,7.334248675355963,0.12500834465026855
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",5187206.654022903,0.8972716172378391,1766.7392076025696,5.655368820233586,5.655368820233586,2277.543996067453,7.337501761668093,0.13236641883850098
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",5174919.665535235,0.8975149509896141,1765.794530300738,5.654237572222103,5.654237572222103,2274.8449761544707,7.334184158592231,0.18244194984436035
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",21063382.386821564,0.5828569493330217,3784.840829225599,12.424803072548308,12.424803072548308,4589.486070010625,15.311822375078954,0.07410621643066406
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",21083481.251108408,0.5824589077739983,3787.669656978938,12.433445546003895,12.433445546003895,4591.675211848984,15.319731310351765,0.07582640647888184
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",21082459.396366205,0.582479144770919,3786.0442877758433,12.427439793257752,12.427439793257752,4591.56393795907,15.314940335810132,0.07994532585144043
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",9705216.575194463,0.8077961281235967,2531.142621141817,8.275253480442624,8.275253480442624,3115.3196585895425,10.33923448667588,0.10431027412414551
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",9723352.377350703,0.8074369634035715,2534.491120771512,8.284343667773893,8.284343667773893,3118.229045043148,10.343778925226047,0.13697338104248047
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",9714994.77508684,0.8076024788768503,2533.1898038979534,8.281059373784638,8.281059373784638,3116.8886369401844,10.338542423233505,0.1026926040649414
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",3339350.922688702,0.9338668877791686,1407.1683797083804,4.5265957921330955,4.5265957921330955,1827.3890999698729,5.983611656481342,0.2018449306488037
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",3350063.676767612,0.9336547304515631,1410.1450695092428,4.533514921250349,4.533514921250349,1830.3179168569627,5.987278035453851,0.2638838291168213
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",3355591.1562907076,0.9335452632430958,1412.6102673244718,4.542352052019298,4.542352052019298,1831.827272504345,5.9950739105159165,0.6965687274932861
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",20046549.91168993,0.6029944843643871,3717.2891583419173,12.218450267164634,12.218450267164634,4477.3373685361175,14.990485935821225,0.32360124588012695
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",20042323.282410927,0.6030781892983385,3716.313763260172,12.215269000000207,12.215269000000207,4476.865341107651,14.98684316098303,-1.516329288482666
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",20062043.85432703,0.6026876395101369,3717.468407365791,12.217395010539585,12.217395010539585,4479.067297365271,14.98874564165937,0.30954933166503906
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",8551851.479902385,0.8306375799639223,2409.9766618046947,7.903310498145954,7.903310498145954,2924.3548826882115,9.770298711582177,0.28776073455810547
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",8550902.4840036,0.8306563740510742,2410.229918001312,7.903337309041755,7.903337309041755,2924.192620879069,9.768710946354952,0.23961377143859863
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",8565469.356282735,0.8303678890665829,2410.4577265964376,7.903206207962716,7.903206207962716,2926.682312155307,9.772361245505035,0.1809101104736328
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",2367768.2872310653,0.9531082867666092,1201.4716232139126,3.8952880091666566,3.8952880091666566,1538.7554345090273,5.07332373328693,0.6241462230682373
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",2364000.0250348593,0.9531829141155966,1200.8094387936571,3.8926425453745424,3.8926425453745424,1537.5304956438617,5.070862041249535,0.42887258529663086
XGBoost,"{'gamma': 0, 'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",2361359.9412329267,0.9532351988147456,1201.2246907506787,3.8936901780957727,3.8936901780957727,1536.6717089973795,5.06797378870192,0.3217308521270752
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",2554215.988161421,0.9494158426316827,1166.4026487032309,3.673012527218937,3.673012527218937,1598.191474186188,5.07956616038662,0.05787253379821777
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",2539122.9794348297,0.9497147473179448,1157.7089260334558,3.655905136962925,3.655905136962925,1593.4625754735596,5.103723853879693,0.09820246696472168
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",2539542.3522182535,0.9497064419831686,1154.900737453327,3.6336619493506728,3.6336619493506728,1593.59416170437,5.0736528331464354,0.04486536979675293
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",1919984.312750638,0.9619762819311187,979.860450048459,3.101858893879087,3.101858893879087,1385.634985395013,4.435674394499676,0.06702160835266113
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",1914678.5454959942,0.9620813583095505,976.9988507859118,3.0965519326286386,3.0965519326286386,1383.7190992018554,4.4425437590941,0.09625673294067383
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",1940484.9980180974,0.9615702826364099,980.3128485079,3.1047068688290915,3.1047068688290915,1393.0129209803108,4.472609765978131,0.12801098823547363
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",1504585.063792887,0.9702029241091301,857.1460703573306,2.7192612518929544,2.7192612518929544,1226.6152876076862,3.931034786333851,0.11728262901306152
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",1522822.0320862122,0.9698417558765505,858.7710805791272,2.7272699610225555,2.7272699610225555,1234.02675501231,3.968975264966611,0.12857460975646973
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",1547620.0866194651,0.969350650700343,862.6926792987373,2.7385078090812214,2.7385078090812214,1244.0337964136927,3.9987309983523276,0.10868549346923828
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",1469120.6767344188,0.970905267272062,851.6652582942886,2.6944896347265512,2.6944896347265512,1212.0728842501258,3.860176731681306,0.05996060371398926
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",1434875.1082451688,0.9715834727306671,847.2067826413082,2.686719796424766,2.686719796424766,1197.8627251255332,3.828152605417532,0.0603177547454834
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",1453377.63533132,0.9712170453235194,847.3934238206749,2.6803103454606543,2.6803103454606543,1205.5611288239681,3.8408663408179016,0.11867141723632812
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",1078257.7202744882,0.978645988256761,725.7980923468975,2.304613433729511,2.304613433729511,1038.3918914718508,3.3228390650416704,0.0972909927368164
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",1063493.7586138868,0.9789383764351614,723.1817957315757,2.2979890322490317,2.2979890322490317,1031.2583374760598,3.3055263566129165,0.10199499130249023
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",1100973.837043099,0.9781961141542003,728.2216143883877,2.306128990616043,2.306128990616043,1049.273004057142,3.341965165692123,0.10197305679321289
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",765421.7132973261,0.9848414493613639,610.8618715799313,1.94011312689125,1.94011312689125,874.8838284579994,2.802070429462551,0.18437767028808594
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",766130.5789459782,0.9848274108573021,612.57639479823,1.9444698921909298,1.9444698921909298,875.2888545765782,2.8012774672689753,0.1846010684967041
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",789492.7173892637,0.984364742824155,618.4014748500794,1.955973771719425,1.955973771719425,888.5340271420469,2.8280804897008878,0.1747422218322754
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",844792.5338405411,0.9832695752146906,644.5941163669622,2.0494310836709517,2.0494310836709517,919.1259619010558,2.965676155842486,0.15259337425231934
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",858710.3316162729,0.9829939446195604,649.6094031939344,2.063794051158026,2.063794051158026,926.6662460758312,2.9837707340847475,0.0884251594543457
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",864653.2261789704,0.9828762504561943,651.7615916286835,2.0696366497397505,2.0696366497397505,929.8673164376573,2.9945826484721425,0.15662574768066406
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",597248.9558016693,0.9881719731971134,539.8092848749726,1.716479447411504,1.716479447411504,772.8188376338074,2.4949550468840105,0.20386195182800293
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",603888.7091680235,0.9880404783154247,539.9860724411255,1.7182828339515934,1.7182828339515934,777.1027661564611,2.50788432706457,0.17276716232299805
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",600374.0897260275,0.9881100824772371,538.5231479790834,1.7073806332962502,1.7073806332962502,774.8381054943203,2.4877397647258848,0.17175078392028809
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",412827.03178641124,0.9918242984780583,448.67515251309766,1.4295930249076003,1.4295930249076003,642.516172392891,2.0802621521372404,0.3912174701690674
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",411030.91973795695,0.9918598690073054,447.30290610531347,1.4252064313823944,1.4252064313823944,641.1169314079585,2.0727715822685258,0.31800198554992676
XGBoost,"{'gamma': 0, 'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",429604.95996718307,0.9914920253408827,454.9933022766868,1.444785485172431,1.444785485172431,655.4425680158278,2.1096841439839475,0.3011445999145508
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",46604378.18344667,0.07703842940041283,5671.267896076107,18.650775062218482,18.650775062218482,6826.739938173027,22.833004192398253,0.04428839683532715
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",46606994.04193295,0.07698662446381532,5671.321500972219,18.650859468852094,18.650859468852094,6826.9315246260485,22.83340727356357,0.11154961585998535
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",46613074.944919534,0.07686619715655518,5671.288243621305,18.650837978316424,18.650837978316424,6827.376871457993,22.83478089773313,0.04126334190368652
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",43048995.10233651,0.14744988172594076,5442.446465776085,17.891253758746135,17.891253758746135,6561.173302263591,21.925401779991457,0.0688772201538086
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",43045676.30685381,0.14751560775449457,5442.232227245945,17.890691021202105,17.890691021202105,6560.920385651224,21.925211430357315,0.12769699096679688
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",43048555.102423996,0.14745859556412821,5441.520238134165,17.88867224440561,17.88867224440561,6561.139771596395,21.92634160800202,0.07500886917114258
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",36782482.20260319,0.2715530414195242,5014.095599672253,16.472472117557064,16.472472117557064,6064.8563216784605,20.23851937813972,0.14397120475769043
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",36792760.26079205,0.27134949288828203,5014.727685455579,16.47413132851905,16.47413132851905,6065.703608056699,20.24049759430784,0.1992177963256836
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",36779018.6898206,0.27162163345577084,5013.809837549092,16.47211494692723,16.47211494692723,6064.570775398751,20.239362693177725,0.13100361824035645
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",46143273.954418905,0.08617022130542185,5646.771574356569,18.574338349914548,18.574338349914548,6792.884067494374,22.733407244310953,0.05883955955505371
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",46145097.49069498,0.08613410766178986,5646.914787612682,18.57482878761202,18.57482878761202,6793.018290178157,22.734126015352345,0.12509846687316895
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",46153446.22256375,0.08596876785942653,5645.939608210474,18.5720194750439,18.5720194750439,6793.632770658402,22.737410701063208,0.057379722595214844
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",42191183.682399794,0.1644381348962034,5396.030620945525,17.746000273932044,17.746000273932044,6495.474092196796,21.731302065027446,0.10726308822631836
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",42195941.17382709,0.16434391667184334,5396.232737176373,17.746564708138717,17.746564708138717,6495.840297746481,21.732587142317225,0.10632205009460449
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",42209789.85305743,0.16406965491294045,5395.0823874394455,17.74323687138643,17.74323687138643,6496.906175485177,21.73778154330629,0.09610509872436523
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",35341369.179557614,0.30009310548659707,4931.0059454176535,16.210547939456937,16.210547939456937,5944.860736767314,19.878247274124497,0.20332074165344238
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",35349456.85176696,0.2999329357571471,4931.16889559701,16.21108694762684,16.21108694762684,5945.54092171326,19.881451648890963,0.18613934516906738
XGBoost,"{'gamma': 0.1, 'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",35358574.170450665,0.2997523747218974,4930.522010884191,16.20920235523591,16.20920235523591,5946.307608125455,19.88505128736789,0.23992490768432617
