Model,Params,MSE,RMSE,MAE,MAPE,R2,CVRMSE,Training Time (s),Train_Loss_Final,Val_Loss_Final,Overfit_Gap,Loss_Ratio
Random Forest,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 50}",142872.20532592802,377.9843982572932,260.27987982797885,0.9012392718023883,0.9962454149823403,1.2725286791655563,369.28422474861145,177.0216084908394,377.9843982572932,200.9627897664538,2.135244400272486
Random Forest,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 100}",143612.17501627875,378.96197040900915,260.6832284416156,0.9029289549945847,0.9962259690788732,1.269648741725427,759.0300734043121,175.27870664194037,378.96197040900915,203.68326376706878,2.1620536668105004
Random Forest,"{'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 200}",142150.80717507628,377.0289208735535,258.95785805642635,0.8966572497803067,0.9962643728382983,1.2607314989535086,1498.7405433654785,174.8909431353455,377.0289208735535,202.13797773820798,2.155794428884613
Random Forest,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 50}",144728.8020266561,380.4323882461325,262.7175098351591,0.9106291232026392,0.9961966248755418,1.2792592011276156,367.50383949279785,191.8601226454272,380.4323882461325,188.57226560070532,1.982863259965709
Random Forest,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 100}",143400.9874398159,378.68322835823597,261.3515727049433,0.9055082084629656,0.9962315189456838,1.2678201133742735,711.8876168727875,189.41513641986265,378.68322835823597,189.26809193837332,1.9992236920223556
Random Forest,"{'max_depth': 15, 'min_samples_split': 5, 'n_estimators': 200}",142892.33494287299,378.0110248959321,259.4528324505228,0.8976468418329204,0.9962448859896086,1.263091141830606,1378.220984697342,190.13521354964215,378.0110248959321,187.87581134628996,1.988116866091392
Random Forest,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 50}",146923.81967360608,383.3064305142898,263.55831438008533,0.9119186880232641,0.9961389412949466,1.283090425814817,335.27879333496094,206.9835935948878,383.3064305142898,176.322836919402,1.8518686619409284
Random Forest,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 100}",144592.11503800633,380.25269892271155,260.97384011157334,0.9033125332502161,0.9962002169172446,1.2731290994931586,673.2781450748444,204.59934950567322,380.25269892271155,175.65334941703833,1.8585234989330586
Random Forest,"{'max_depth': 15, 'min_samples_split': 10, 'n_estimators': 200}",143289.9474919464,378.5365867283457,260.0815137620549,0.8999154315815008,0.9962344370004844,1.2642566683329055,1340.54562997818,205.68882793977184,378.5365867283457,172.84775878857386,1.8403361549572628
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",46380107.07367364,6810.2941987607,5719.462906615534,22.32093685434772,-0.21883787500173768,23.502577596321476,98.95338535308838,6828.509837274095,6810.2941987607,-18.21563851339488,0.9973324138139242
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",46376460.174718685,6810.026444494814,5719.3150607798225,22.32021596924405,-0.2187420369613997,23.501345250529866,114.18587374687195,6828.498495436355,6810.026444494814,-18.472050941541056,0.9972948590449443
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",46375660.231520265,6809.967711488819,5719.236060033865,22.319943307795082,-0.21872101499466412,23.501182553436063,142.59573483467102,6828.52577206746,6809.967711488819,-18.558060578640834,0.9972822742128976
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",42129249.47968019,6490.704852300726,5448.1774379821,21.2680509725538,-0.10712820972287296,22.420055598967892,198.36839294433594,6506.488385611996,6490.704852300726,-15.78353331126982,0.9975741855858573
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",42128905.89868778,6490.678385091021,5448.139908725575,21.26798429868513,-0.10711918064654924,22.420131165138628,226.8752419948578,6506.518984105803,6490.678385091021,-15.840599014782129,0.9975654264509982
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",42131596.04433563,6490.885613253066,5448.183592159179,21.268440953130412,-0.10718987585645179,22.421164016041516,284.46005368232727,6506.524836176806,6490.885613253066,-15.639222923739908,0.9975963785096486
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",34816123.763480596,5900.518940184888,4946.466961938622,19.32014612035127,0.08505579264250274,20.42329074440128,395.48760437965393,5908.695746750587,5900.518940184888,-8.176806565698826,0.9986161401913112
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",34827886.64358845,5901.515622582766,4947.014431564892,19.322805910467505,0.08474667210140985,20.42804486379923,453.6330535411835,5908.788038796857,5901.515622582766,-7.2724162140912085,0.9987692203263443
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",34824996.06331248,5901.270715982489,4946.884976979661,19.32190166675625,0.08482263459790629,20.426614861936383,567.5906128883362,5908.713517553254,5901.270715982489,-7.4428015707653685,0.9987403685169953
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",46246616.05610154,6800.486457313295,5715.245175449934,22.29868593258266,-0.21532982125940903,23.442957157760862,155.6601767539978,6820.837224556574,6800.486457313295,-20.350767243278824,0.9970163828026842
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",46242079.23550301,6800.152883244833,5714.979832830954,22.29792852110019,-0.2152105966795952,23.441292106745614,179.49183702468872,6820.83607759872,6800.152883244833,-20.683194353887302,0.9969676452976467
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",46241654.53330064,6800.121655772096,5714.896793756704,22.297815404664167,-0.21519943579268674,23.441272311948534,225.12047052383423,6820.8582230754755,6800.121655772096,-20.73656730337916,0.9969598301818933
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",41880911.37938707,6471.546289673518,5440.0614482145065,21.22480472334756,-0.10060205224845342,22.303839279596335,312.84689831733704,6491.511787535469,6471.546289673518,-19.965497861951008,0.9969243685422728
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",41882237.620911896,6471.648755990385,5440.214193106388,21.225381098980257,-0.10063690497958855,22.303701239755505,357.89654755592346,6491.523662411049,6471.648755990385,-19.874906420664047,0.9969383295117987
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",41874776.68286414,6471.072297762105,5439.703242787036,21.224013883211246,-0.10044083656902614,22.301503624529456,450.0962219238281,6491.519022489685,6471.072297762105,-20.44672472757975,0.9968502403433245
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",34364793.71023331,5862.149239846535,4930.198490051926,19.23467798595193,0.09691644147952505,20.194560451105954,622.6863768100739,5880.524247868737,5862.149239846535,-18.375008022201655,0.9968752772290904
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",34365204.88195062,5862.184309790218,4930.228477506838,19.234741504953856,0.09690563616462167,20.194333899309022,715.8647854328156,5880.535936109936,5862.184309790218,-18.35162631971798,0.9968792595574447
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",34363942.65448329,5862.076650341864,4930.210914487784,19.234810546459677,0.09693880664957988,20.19322744506696,900.7785880565643,5880.482352735965,5862.076650341864,-18.405702394101354,0.9968700352641076
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",46241792.51929048,6800.1318016116775,5714.209112616778,22.296086725380086,-0.21520306197126304,23.444569049929537,209.96038961410522,6819.188925767444,6800.1318016116775,-19.05712415576636,0.9972053679164459
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",46242396.81657372,6800.176234229059,5714.2720510765075,22.296322993343008,-0.21521894249554463,23.44454157138072,240.2703902721405,6819.163693540536,6800.176234229059,-18.987459311476414,0.9972155736150663
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",46242661.209718406,6800.195674369849,5714.277549815004,22.29644982994477,-0.21522589056873764,23.445138028829383,301.72281670570374,6819.155491563909,6800.195674369849,-18.959817194059724,0.9972196238643458
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",41871123.42683884,6470.790015665694,5438.085037130045,21.220202341207894,-0.10034483146917506,22.30621220447281,418.51165676116943,6488.182069048755,6470.790015665694,-17.392053383060556,0.9973194258117343
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",41870746.38402634,6470.760881382215,5438.067118343072,21.220197854942512,-0.1003349230388293,22.306016064389492,485.5668091773987,6488.177545127962,6470.760881382215,-17.41666374574652,0.997315630833989
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",41873405.6164648,6470.966358780179,5438.146847638273,21.220829664095284,-0.10040480587047695,22.307087110918083,603.5810482501984,6488.157114798932,6470.966358780179,-17.190756018752836,0.9973504408548396
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",34335939.6008769,5859.687670932376,4925.496918092867,19.222852059493107,0.09767470797677957,20.19417828300152,837.881142616272,5873.9547247550845,5859.687670932376,-14.267053822708476,0.9975711331647515
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",34337146.868048035,5859.7906846617,4925.602268758634,19.223470648266193,0.09764298181126863,20.193999803580763,961.4038412570953,5873.938576889693,5859.7906846617,-14.147892227992998,0.997591412977375
Gradient Boosting,"{'learning_rate': 0.001, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",34340677.24569059,5860.091914440472,4925.615282856713,19.224181717995098,0.09755020587228747,20.194689467872625,1210.3123304843903,5873.918950008242,5860.091914440472,-13.827035567770508,0.9976460288803013
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",19666813.33192657,4434.728101239869,3698.79076076599,14.470537316632365,0.4831694344417009,15.46308044063558,99.06747221946716,4425.14443591076,4434.728101239869,9.583665329108953,1.0021657293830537
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",19647865.826739214,4432.591321872479,3696.462054717036,14.463360869056437,0.48366736207525407,15.455676571332386,113.94819951057434,4425.001712538052,4432.591321872479,7.589609334427223,1.0017151652874896
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",19660227.265185926,4433.985483195217,3697.761548874806,14.467894449038782,0.48334251182546006,15.460690898315319,143.21213841438293,4425.129080375461,4433.985483195217,8.856402819756113,1.0020013885829981
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",7707468.433609465,2776.232777273812,2291.6106229047004,8.981738209834097,0.7974529374772432,9.796287068412763,197.74894666671753,2769.14875688864,2776.232777273812,7.084020385172153,1.0025581942347985
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",7710375.337068435,2776.7562617321014,2291.6044155140157,8.981817738949513,0.7973765460185271,9.801989964870174,227.32242584228516,2769.529167290888,2776.7562617321014,7.227094441213467,1.0026095029171629
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",7701978.31151909,2775.243829201155,2290.2895353431204,8.97690036087749,0.7975972141761198,9.795922031441116,285.4671971797943,2769.178117265808,2775.243829201155,6.065711935347281,1.0021904376239028
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",1416068.8515158764,1189.9869123296594,957.2107236557365,3.7258909668350055,0.9627866674154909,4.171813882640924,396.3352999687195,1205.947512156739,1189.9869123296594,-15.960599827079704,0.9867650957722567
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",1415283.5940923477,1189.6569228531173,956.653524868398,3.7241820891662614,0.9628073034499852,4.171916744929118,455.4507839679718,1206.247255549074,1189.6569228531173,-16.590332695956704,0.986246325021975
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",1417310.3052136286,1190.5084229914664,956.7317580615459,3.7256050994794467,0.9627540428511604,4.176998188112453,572.2952182292938,1206.0111393892453,1190.5084229914664,-15.50271639777884,0.9871454616865066
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.7}",18932454.481481496,4351.144042833045,3664.0168071308462,14.29320660535048,0.5024678888274012,14.970087586243391,156.5796594619751,4366.524169830416,4351.144042833045,-15.380126997371008,0.9964777185699242
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 0.8}",18932716.5509002,4351.174157730325,3664.951444284842,14.29556205346717,0.5024610018201572,14.96727780453416,179.35927486419678,4366.210462242675,4351.174157730325,-15.036304512350398,0.9965562116983644
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 50, 'subsample': 1.0}",18931482.80807017,4351.032384167023,3663.4540018650405,14.29189469191217,0.5024934237480942,14.969244997938205,226.24117398262024,4366.407402310138,4351.032384167023,-15.375018143115085,0.9964787944123169
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.7}",7098875.679856215,2664.3715356264065,2245.271968281012,8.756742829902207,0.8134463438216437,9.146372062791238,323.909551858902,2678.1821837366906,2664.3715356264065,-13.810648110284092,0.9948432753402104
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",7103358.267669797,2665.2126120949147,2245.3279189378354,8.757921446752,0.8133285444427735,9.1485335807788,360.3119876384735,2678.0819371659536,2665.2126120949147,-12.86932507103893,0.99519457381328
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",7099672.199185782,2664.521007458148,2245.5214917474727,8.75720065973382,0.8134254118318683,9.145082051840077,453.5541021823883,2678.077408580151,2664.521007458148,-13.55640112200308,0.9949380099773926
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.7}",1114155.7356376243,1055.5357576309882,867.716113120347,3.388112973054412,0.970720740099016,3.5640603373009894,627.5311131477356,1070.8241731939868,1055.5357576309882,-15.28841556299858,0.985722758277489
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",1112603.7404480232,1054.8003320287794,865.8561999011542,3.3842066106773516,0.9707615254839204,3.56192398014388,721.6392421722412,1070.4430788955633,1054.8003320287794,-15.64274686678391,0.9853866616775893
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",1113624.4731491127,1055.284072252165,865.7168774108196,3.3843777522525382,0.9707347013182416,3.55888037337007,906.72993683815,1070.500146825173,1055.284072252165,-15.216074573007973,0.9857860135581159
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.7}",18889500.481923666,4346.205296798998,3656.3169078266646,14.27419652928696,0.503596690911897,14.964486122325516,210.13753390312195,4351.593728091291,4346.205296798998,-5.388431292293717,0.9987617338315594
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 0.8}",18889224.644648742,4346.1735635670075,3656.490343935098,14.274730647467484,0.5036039397290994,14.963018408939877,241.3516047000885,4351.639948101432,4346.1735635670075,-5.466384534424833,0.9987438334513843
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 50, 'subsample': 1.0}",18890316.23100905,4346.299141914768,3655.9640231720346,14.274008728818918,0.5035752535771321,14.964114227683531,304.12775588035583,4351.546935998175,4346.299141914768,-5.247794083406916,0.9987940394161914
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}",7072433.701543541,2659.4047645184705,2239.471690445422,8.747895817918481,0.8141412211449381,9.136005986284708,420.2754623889923,2652.564838976262,2659.4047645184705,6.839925542208675,1.0025786082367165
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",7070835.130816965,2659.104197059033,2239.94937578185,8.748367874134653,0.8141832305034832,9.134338678432004,482.69634985923767,2652.4888651071933,2659.104197059033,6.615331951839835,1.002494009320402
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",7069960.874141976,2658.9398026548056,2239.639502158471,8.746711894963264,0.8142062053781693,9.133549887658724,607.9527387619019,2652.5839622615613,2658.9398026548056,6.355840393244307,1.0023960939535446
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.7}",1112910.3131061934,1054.9456446216523,880.1496091555496,3.433005178069587,0.9707534689616139,3.5907804532420005,844.2002203464508,1022.8526824414503,1054.9456446216523,32.092962180201994,1.0313759378365213
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",1116959.9857675238,1056.8632767617219,882.3989828308058,3.4408312103886054,0.9706470463004253,3.5981935192619336,968.2763493061066,1023.0844659927859,1056.8632767617219,33.778810768935955,1.0330166392822293
Gradient Boosting,"{'learning_rate': 0.01, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",1120141.116600382,1058.3671936527426,883.4289223449797,3.444393730056257,0.970563448331618,3.6023900986908233,1215.3570129871368,1023.3605527743855,1058.3671936527426,35.006640878357075,1.0342075339756376
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.7}",245623.83690960062,495.6045166355938,355.4663814720969,1.2652674761061606,0.99354517153328,1.5818573242345535,99.9484384059906,472.0876449243496,495.6045166355938,23.51687171124422,1.0498146307451293
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 0.8}",230630.88630519883,480.24044634453566,340.69884063768836,1.2126084656331912,0.9939391761444735,1.557710030220955,114.35274004936218,468.47787582054474,480.24044634453566,11.762570523990917,1.0251080598062152
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50, 'subsample': 1.0}",242489.43099390858,492.4321587730726,352.9057637455886,1.2602952300059376,0.9936275416028361,1.5918067972300987,143.83011436462402,470.7955825162321,492.4321587730726,21.6365762568405,1.0459574750918452
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.7}",219912.36213622967,468.9481444000282,338.32356882695984,1.1853968152882393,0.9942208517171605,1.4649213954452738,203.49475860595703,413.6750821129264,468.9481444000282,55.273062287101766,1.1336146765349844
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",228734.26029542123,478.26170690890694,349.3118853892858,1.2260760050762356,0.9939890181944662,1.4732669095959396,247.44973015785217,412.1271088166344,478.26170690890694,66.13459809227254,1.1604713610860709
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",222713.0393800643,471.92482386505617,344.18972592171576,1.2157832740339574,0.9941472518116015,1.481555523520135,290.57940578460693,410.69971486502396,471.92482386505617,61.225109000032205,1.1490751193244773
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.7}",209865.96248198635,458.11129922976835,330.70344711898747,1.1643296615734293,0.9944848643117529,1.4306161030309281,411.6042580604553,372.63967198291414,458.11129922976835,85.47162724685421,1.2293680294211218
Gradient Boosting,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",208006.2500851373,456.07702209729587,327.1332779848569,1.139898259936454,0.9945337362969402,1.4128385791261098,468.07023572921753,376.5675079490544,456.07702209729587,79.50951414824146,1.2111427897252312
