architecture,d_model,num_heads,ff_dim,num_layers,dropout_rate,epochs,batch_size,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,Training Time (s)
encoder,64,2,64,1,0.2,20,64,1845676.5099084433,0.9638552703559568,1131.763035108091,3.195207219357965,3.195207219357965,1358.5567746356585,2.0372356539035645,58.30057168006897
encoder,64,2,64,1,0.2,20,128,1172840.7335501648,0.9770317219718015,993.6900236784747,3.3154360315248987,3.3154360315248987,1082.9777160912245,1.807638546728342,35.091431617736816
encoder,64,2,64,1,0.2,50,32,3080752.477288265,0.9396682111984377,1409.4012185394063,3.886571763683081,3.886571763683081,1755.2072462499307,2.5117601955149285,256.69656682014465
encoder,64,2,64,1,0.2,50,64,3294578.7621827764,0.9354807529863344,1599.442580280243,4.659734578379165,4.659734578379165,1815.097452530518,1.8222621974055213,161.21746110916138
encoder,64,2,64,1,0.2,50,128,2547854.5913040997,0.9501041949222243,1280.4203777854752,3.535194136132594,3.535194136132594,1596.2000473950939,2.600102109735754,77.87912106513977
encoder,64,2,64,2,0.0,10,32,560517.290794848,0.9890231328037022,643.708083492439,1.9865036694286142,1.9865036694286142,748.6770270249034,1.2915254839821315,72.9308500289917
encoder,64,2,64,2,0.0,10,64,182639.99778600948,0.9964232771524565,317.1996542351212,1.0168306885159153,1.0168306885159153,427.36401086896575,1.2791057793884821,41.226906299591064
encoder,64,2,64,2,0.0,10,128,230613.30793029268,0.9954837938161372,358.8884750148562,1.175140226341052,1.175140226341052,480.22214435643497,1.4909195860358755,26.62508511543274
encoder,64,2,64,2,0.0,20,32,161036.52107966645,0.9968463479455939,280.4599460258035,0.9144968071738766,0.9144968071738766,401.2935597286187,1.2569459618557142,140.48435235023499
encoder,64,2,64,2,0.0,20,64,132473.61156191723,0.9974057085035378,258.06090548184494,0.8365450202118078,0.8365450202118078,363.9692453517429,1.2230271429938824,72.22883582115173
encoder,64,2,64,2,0.0,20,128,897843.1334105709,0.9824171261075997,876.3118948918951,2.80249884655359,2.80249884655359,947.545847656234,1.3354915047008677,42.46137499809265
encoder,64,2,64,2,0.0,50,32,151883.9057862221,0.9970255878088861,297.7674108803952,0.9936016986780878,0.9936016986780878,389.7228576645487,1.1607151061279868,307.3949067592621
encoder,64,2,64,2,0.0,50,64,177482.61743396695,0.9965242764974096,313.2755696793267,0.9930115101090049,0.9930115101090049,421.286858843196,1.3644919685400372,171.7539358139038
encoder,64,2,64,2,0.0,50,128,168269.6541498489,0.9967046981830827,304.75440350547325,1.0023650410071991,1.0023650410071991,410.20684312898646,1.2438908121848251,97.91954946517944
encoder,64,2,64,2,0.2,10,32,3225371.4341318486,0.9368360718346582,1447.4796669834698,4.049202279765252,4.049202279765252,1795.9319124431886,3.488756420582291,86.96644282341003
encoder,64,2,64,2,0.2,10,64,5094027.339317395,0.9002413261530181,2082.886443129368,6.195701704423825,6.195701704423825,2256.9952014387172,1.6878837720925335,55.15400576591492
encoder,64,2,64,2,0.2,10,128,2425855.1520816293,0.9524933658976082,1470.6753831528765,4.967461823995064,4.967461823995064,1557.5156988234914,2.4693158766002066,34.04782843589783
encoder,64,2,64,2,0.2,20,32,5557286.645284388,0.8911691066826112,1912.154328232931,5.289966996322116,5.289966996322116,2357.389794939392,3.054891099129035,167.43115186691284
encoder,64,2,64,2,0.2,20,64,3112195.7492741537,0.9390524431811537,1463.0402677398654,4.105760516569091,4.105760516569091,1764.1416466015855,2.4113883687282947,86.9919056892395
encoder,64,2,64,2,0.2,20,128,709831.4408007776,0.9860990453186953,654.5815106064175,1.8688086978736644,1.8688086978736644,842.5149498974945,1.8296918559016357,52.11123847961426
encoder,64,2,64,2,0.2,50,32,5013540.125673321,0.9018175441746213,1798.5862582593231,4.9317086785923445,4.9317086785923445,2239.093594665779,3.3837326154616925,367.2563133239746
encoder,64,2,64,2,0.2,50,64,4653784.040828456,0.9088628125923042,1665.218113157414,4.544440687054642,4.544440687054642,2157.263090313385,3.6639816990172944,194.09880256652832
encoder,64,2,64,2,0.2,50,128,4344134.4567041155,0.9149268224241897,1625.871064465776,4.424716415393994,4.424716415393994,2084.258730749164,3.3034800486595817,118.43307542800903
encoder,64,2,128,1,0.0,10,32,571004.0001424161,0.9888177667646436,583.2469904601344,1.7002972033552752,1.7002972033552752,755.6480663261278,1.5752919839712054,72.64200949668884
encoder,64,2,128,1,0.0,10,64,500664.1204187102,0.9901952648918392,605.5693372959383,2.018962092026359,2.018962092026359,707.5762294047972,1.579405554493167,47.0590181350708
encoder,64,2,128,1,0.0,10,128,1373427.3664737083,0.9731035419368343,1091.6300377859538,3.4997629452435177,3.4997629452435177,1171.9331749181385,1.5338630668295765,29.795514345169067
encoder,64,2,128,1,0.0,20,32,158531.75160298325,0.9968953999951103,295.67073874583315,0.9619888025585986,0.9619888025585986,398.16045961770646,1.1925131549714323,127.58469295501709
encoder,64,2,128,1,0.0,20,64,152317.1597682197,0.9970171031974374,278.25224026855653,0.8791001415470657,0.8791001415470657,390.2783106556393,1.2142412040768338,75.02572059631348
encoder,64,2,128,1,0.0,20,128,339429.8715814456,0.9933527891396134,454.30272743763516,1.439990085615731,1.439990085615731,582.6061032820079,1.5831026159045323,39.02182865142822
encoder,64,2,128,1,0.0,50,32,108430.43465028684,0.9978765570648048,232.54109610234923,0.7497151171562795,0.7497151171562795,329.2877687529357,1.0872716056723501,260.59120774269104
encoder,64,2,128,1,0.0,50,64,152332.77584673726,0.9970167973806092,300.55933822969087,0.995226713393935,0.995226713393935,390.2983164795068,1.1231814688706991,153.7538001537323
encoder,64,2,128,1,0.0,50,128,129640.4909248643,0.9974611908044315,259.36479613941697,0.835724486786084,0.835724486786084,360.05623300376885,1.1348615589244417,92.05202674865723
encoder,64,2,128,1,0.2,10,32,1213712.4740370845,0.9762313119313365,800.6734237000477,2.1898504625711643,2.1898504625711643,1101.686195809444,2.1386093963476203,79.1081645488739
encoder,64,2,128,1,0.2,10,64,1115891.5895272307,0.9781469831798834,836.6284547278526,2.361014516835542,2.361014516835542,1056.357699610899,1.9125257157133517,53.33909726142883
encoder,64,2,128,1,0.2,10,128,1796247.3939843082,0.9648232634045927,1172.2100823753995,3.431031776856794,3.431031776856794,1340.241543149707,1.703550448164546,31.265881538391113
encoder,64,2,128,1,0.2,20,32,2879534.4481118782,0.9436087561558248,1351.8561373007792,3.7244125210636017,3.7244125210636017,1696.9191047636532,2.647344113378048,140.2252516746521
encoder,64,2,128,1,0.2,20,64,3180040.2060640315,0.9377238140658388,1465.1058204315502,4.085337062537126,4.085337062537126,1783.2667231976352,2.6087167662900193,66.4807939529419
encoder,64,2,128,1,0.2,20,128,1515704.7445046827,0.9703172587849466,998.2477270412962,2.8225360445823524,2.8225360445823524,1231.1396121093183,1.8502457564833301,37.604188203811646
encoder,64,2,128,1,0.2,50,32,4012414.980959603,0.921423037066399,1545.9528345190201,4.20582694149341,4.20582694149341,2003.1013406614263,3.248783785718064,282.37418699264526
encoder,64,2,128,1,0.2,50,64,3120139.295774276,0.9388968810666009,1389.5017357196386,3.85589687787662,3.85589687787662,1766.391603177018,3.3020111923249362,151.4588212966919
encoder,64,2,128,1,0.2,50,128,2602920.136694105,0.9490258210901154,1296.8560252510608,3.5914073137536064,3.5914073137536064,1613.3567915046272,2.7297827507987082,85.91886830329895
encoder,64,2,128,2,0.0,10,32,156312.66274320916,0.9969388574300737,276.4447892880502,0.8718915533630482,0.8718915533630482,395.3639623729117,1.2344300493691465,85.55995440483093
encoder,64,2,128,2,0.0,10,64,159397.89679220406,0.9968784378765978,284.5780509402666,0.8931890692718383,0.8931890692718383,399.2466615918085,1.2462007076176873,50.58348298072815
encoder,64,2,128,2,0.0,10,128,188326.15907972676,0.9963119224477883,310.87217722118714,0.9938062312182395,0.9938062312182395,433.9656196978359,1.3903221301426576,32.46329402923584
encoder,64,2,128,2,0.0,20,32,289368.61925497185,0.9943331616053563,416.0309062793506,1.2455839710304901,1.2455839710304901,537.9299389836672,1.2088499670738255,136.45584535598755
encoder,64,2,128,2,0.0,20,64,161469.0889864045,0.9968378767698718,295.58721330579147,0.9543955372797601,0.9543955372797601,401.83216519637216,1.295503216220605,75.93791508674622
encoder,64,2,128,2,0.0,20,128,208253.49648612415,0.995921676259351,342.6093156680077,1.0724923682589842,1.0724923682589842,456.3479993230212,1.2666784169306298,47.63303232192993
encoder,64,2,128,2,0.0,50,32,124726.80442912091,0.9975574177808224,254.24606940363677,0.8161412028835411,0.8161412028835411,353.16682237877455,1.0538164838549673,355.50032329559326
encoder,64,2,128,2,0.0,50,64,108178.0003786209,0.9978815006009301,226.75247170156223,0.7155456606970009,0.7155456606970009,328.90424195899465,1.0470061556307202,172.91960763931274
encoder,64,2,128,2,0.0,50,128,135642.15166477382,0.9973436575293995,257.9844282530847,0.8161053817827274,0.8161053817827274,368.29628244766985,1.1809359250132083,95.89768934249878
encoder,64,2,128,2,0.2,10,32,1625039.5560680346,0.9681761050218551,1031.2080358156793,3.0002357628391434,3.0002357628391434,1274.7703934701474,3.210221657857203,83.56541204452515
encoder,64,2,128,2,0.2,10,64,2627677.4064814164,0.9485409881205331,1422.4210124129277,4.153769804742561,4.153769804742561,1621.011229597567,1.662733933381621,44.1868371963501
encoder,64,2,128,2,0.2,10,128,5744327.694425739,0.8875061960277599,2221.981022682462,6.64428694514956,6.64428694514956,2396.7327123452333,1.7889698650077415,33.49883818626404
encoder,64,2,128,2,0.2,20,32,2998055.1362061305,0.9412877111593725,1325.4758953386845,3.624914023701304,3.624914023701304,1731.4892827292147,3.107741994948356,153.90960001945496
encoder,64,2,128,2,0.2,20,64,3587183.314601781,0.9297505438283244,1494.4594877208103,4.096774970689564,4.096774970689564,1893.9860914488736,2.78060926823275,86.96432900428772
encoder,64,2,128,2,0.2,20,128,3061518.0661549587,0.9400448874938467,1412.0594427886565,4.025991069319139,4.025991069319139,1749.7194249807478,3.905443799930374,42.54026770591736
encoder,64,2,128,2,0.2,50,32,3652158.963399127,0.9284780958957543,1482.967281889749,4.082383467241427,4.082383467241427,1911.06226047168,3.538420379763467,329.80584740638733
encoder,64,2,128,2,0.2,50,64,6176023.086641323,0.8790521071576656,2071.986497649227,5.778738537188832,5.778738537188832,2485.160575625109,3.115144339348543,172.0766305923462
encoder,64,2,128,2,0.2,50,128,2568479.2832510276,0.9497002921199665,1231.5862390826178,3.3492146653126205,3.3492146653126205,1602.6475854819198,2.54675387892131,99.12634921073914
encoder,64,4,64,1,0.0,10,32,347043.9418180894,0.9932036793098482,475.4743249089451,1.472914238907289,1.472914238907289,589.1043556264793,1.3244965329909966,63.85387682914734
encoder,64,4,64,1,0.0,10,64,391625.44538498804,0.9923306192774428,517.1096875127829,1.6488189064222676,1.6488189064222676,625.7998445070021,1.4052555094231292,40.513124227523804
encoder,64,4,64,1,0.0,10,128,224035.03078530752,0.9956126192347046,354.2560883943577,1.1372357959153614,1.1372357959153614,473.3233892227464,1.4123412416618644,26.087124347686768
encoder,64,4,64,1,0.0,20,32,133305.215630426,0.997389422819635,258.94301777369895,0.8153707312867239,0.8153707312867239,365.1098678896888,1.1577121333489804,105.88103246688843
encoder,64,4,64,1,0.0,20,64,231395.09498612263,0.9954684837216431,380.88219545438335,1.2520380407720073,1.2520380407720073,481.0354404678751,1.2699254326191738,56.41524863243103
encoder,64,4,64,1,0.0,20,128,151430.51700495268,0.997034466729344,276.3701776323674,0.8874252026387679,0.8874252026387679,389.1407418980345,1.2689853869201522,33.4215612411499
encoder,64,4,64,1,0.0,50,32,109498.06427272026,0.9978556491842225,232.78906549855148,0.7425964646798141,0.7425964646798141,330.9049172688739,1.0539600386685128,247.6026120185852
encoder,64,4,64,1,0.0,50,64,112293.2615033122,0.9978009095547917,229.97166105096943,0.7383098025065103,0.7383098025065103,335.1018673527681,1.0991668946482382,131.8069326877594
encoder,64,4,64,1,0.0,50,128,155235.71975455774,0.9969599476985784,284.6736339362077,0.9308903504237078,0.9308903504237078,393.9996443584153,1.2954116960463131,70.81294178962708
encoder,64,4,64,1,0.2,10,32,2203232.2807622757,0.9568530916963712,1309.914112734594,3.854378189801367,3.854378189801367,1484.3288991198265,1.540274510796742,69.59396624565125
encoder,64,4,64,1,0.2,10,64,786811.2739350317,0.9845915139383349,773.3991553525522,2.627067541574835,2.627067541574835,887.0238294065339,1.8982724729352247,38.82372260093689
encoder,64,4,64,1,0.2,10,128,498068.673757434,0.9902460927142521,556.5798046874888,1.9323572746182496,1.9323572746182496,705.7398059890302,2.1524290633600294,25.471070528030396
encoder,64,4,64,1,0.2,20,32,2285180.2834882066,0.9552482663721625,1291.153578749735,3.6852590765391366,3.6852590765391366,1511.6812770846263,1.859819991517855,110.64534068107605
encoder,64,4,64,1,0.2,20,64,1860187.6482124594,0.9635710920787721,1104.5674717015183,3.087655046948067,3.087655046948067,1363.8869631360435,2.4297223865405466,60.063745737075806
encoder,64,4,64,1,0.2,20,128,194032.67513888088,0.9962001691264125,315.0116131421788,1.0002380917095492,1.0002380917095492,440.49140188984495,1.3966809764743593,33.667460203170776
encoder,64,4,64,1,0.2,50,32,2873479.004359498,0.9437273426882586,1308.898417284121,3.6250469045126037,3.6250469045126037,1695.1339192994453,2.5043870267511523,261.96310210227966
encoder,64,4,64,1,0.2,50,64,2748811.0978431553,0.9461687714825957,1332.5981072623197,3.7229438530520116,3.7229438530520116,1657.9538889375528,3.210437020756291,136.69439005851746
encoder,64,4,64,1,0.2,50,128,4807950.40016689,0.9058437020663916,1851.2210837356647,5.212085508898787,5.212085508898787,2192.7039016171084,2.715607774142488,75.69262290000916
encoder,64,4,64,2,0.0,10,32,251246.3372083793,0.9950797277400992,398.5890965571856,1.2850787217771003,1.2850787217771003,501.2447877119315,1.2531139904830806,70.97522640228271
encoder,64,4,64,2,0.0,10,64,263897.3468574165,0.9948319772155443,387.82437114391684,1.1920632829733642,1.1920632829733642,513.7093992301644,1.5168874290479761,42.45635747909546
encoder,64,4,64,2,0.0,10,128,551305.5978822291,0.9892035296111076,645.6447683421223,2.1147286031556547,2.1147286031556547,742.4995608633241,1.4258518741553075,27.816706657409668
encoder,64,4,64,2,0.0,20,32,360768.0942391964,0.9929349129381728,483.9120403941796,1.4399693903997723,1.4399693903997723,600.639737479295,1.5189000696165695,130.17004776000977
encoder,64,4,64,2,0.0,20,64,389666.7010780965,0.9923689782656157,521.7900392116265,1.611046063601974,1.611046063601974,624.2328900963938,1.2214213358210495,67.85577535629272
encoder,64,4,64,2,0.0,20,128,259653.41801572187,0.9949150880206004,409.271156223647,1.3108307681648952,1.3108307681648952,509.5619864312112,1.220325420732735,44.90113139152527
encoder,64,4,64,2,0.0,50,32,169690.28982769148,0.996676877223005,319.730213536468,1.0762379697622646,1.0762379697622646,411.93481259501664,1.1908643495135087,295.80545449256897
encoder,64,4,64,2,0.0,50,64,136661.6118251143,0.997323692973487,273.323490058218,0.8582032864791824,0.8582032864791824,369.67771345472573,1.0714072095028684,156.36702942848206
encoder,64,4,64,2,0.0,50,128,350674.36340549466,0.9931325830987483,503.6581503844472,1.680425390289026,1.680425390289026,592.1776451416371,1.3529538513390746,94.81834864616394
encoder,64,4,64,2,0.2,10,32,1915370.0776166029,0.9624904292534034,1258.3713406699778,3.865401196369124,3.865401196369124,1383.9689583284023,1.5059442657838433,80.45445203781128
encoder,64,4,64,2,0.2,10,64,1843068.1980463166,0.9639063501234988,1167.3567929743192,3.3945002477178168,3.3945002477178168,1357.5964783566274,1.6779007595732989,47.62615990638733
encoder,64,4,64,2,0.2,10,128,1476678.2773450024,0.9710815319914786,1047.7514021695617,3.7284948835098723,3.7284948835098723,1215.186519570145,2.9386755678049212,31.493643522262573
encoder,64,4,64,2,0.2,20,32,2922528.752974683,0.9427667789636371,1337.155589276839,3.656566106630034,3.656566106630034,1709.5405093108157,2.6622650752685075,141.59629774093628
encoder,64,4,64,2,0.2,20,64,3558746.0427568415,0.9303074439660959,1531.6392475317873,4.232759899878581,4.232759899878581,1886.4638991395625,2.8611183745408337,75.6750419139862
encoder,64,4,64,2,0.2,20,128,969436.5221357556,0.9810150799386851,898.4873503583542,2.800017062378309,2.800017062378309,984.5996760794488,1.2592626937301572,47.968321084976196
encoder,64,4,64,2,0.2,50,32,3629250.810038335,0.9289267167702276,1527.1311346644172,4.2631958652222375,4.2631958652222375,1905.059266804667,3.557668697899126,325.0235857963562
encoder,64,4,64,2,0.2,50,64,1188609.8135819146,0.9767229088447866,915.5890486559832,2.7007781781948497,2.7007781781948497,1090.233834359361,2.814890293614898,176.07505345344543
encoder,64,4,64,2,0.2,50,128,3924940.144564538,0.9231360969093253,1557.2130075208695,4.258851433218887,4.258851433218887,1981.1461694091472,2.8192835212084377,101.55880403518677
encoder,64,4,128,1,0.0,10,32,247784.26656251444,0.995147527057494,382.23441361580126,1.2249212025404494,1.2249212025404494,497.7793352104067,1.272801672891217,58.854520082473755
encoder,64,4,128,1,0.0,10,64,158415.4647336048,0.9968976772942103,284.8456879149121,0.9106548437172046,0.9106548437172046,398.01440267106517,1.2882728489706863,35.51923441886902
encoder,64,4,128,1,0.0,10,128,352990.7681489376,0.9930872198821995,458.15232189439655,1.4239113798084795,1.4239113798084795,594.1302619366712,1.4757754424288085,21.260497331619263
encoder,64,4,128,1,0.0,20,32,154805.34701262965,0.9969683758853812,284.629967392123,0.8888984708680618,0.8888984708680618,393.45310649762274,1.1517451948019142,107.78879165649414
encoder,64,4,128,1,0.0,20,64,153312.26006384383,0.9969976156919287,280.75346682861533,0.901786181849159,0.901786181849159,391.55109508701906,1.2419964339510263,57.268564224243164
encoder,64,4,128,1,0.0,20,128,270905.2812699203,0.9946947376216374,400.85879569858247,1.3491408824473825,1.3491408824473825,520.485620617823,1.5211653835128938,31.887312173843384
encoder,64,4,128,1,0.0,50,32,156159.34949797433,0.9969418598336748,302.1041095354328,0.9799319808484884,0.9799319808484884,395.1700260621677,1.089784039862836,252.7594449520111
encoder,64,4,128,1,0.0,50,64,123884.44022877833,0.9975739141853223,254.17153519339638,0.8129153020438494,0.8129153020438494,351.9722151374712,1.0668608399370207,132.72508144378662
encoder,64,4,128,1,0.0,50,128,130902.39714892967,0.9974364783160512,258.2572449704339,0.8404393083817248,0.8404393083817248,361.8043630871934,1.176967381872186,76.43936729431152
encoder,64,4,128,1,0.2,10,32,1052214.514640119,0.9793940005439568,792.0992395120497,2.200171124672929,2.200171124672929,1025.7750799469243,1.939764744979301,60.91407251358032
encoder,64,4,128,1,0.2,10,64,1479217.337585518,0.9710318084102061,1054.6165880289066,3.089031314345735,3.089031314345735,1216.230791250377,1.6631096019764247,36.99722170829773
encoder,64,4,128,1,0.2,10,128,3582396.788782696,0.92984428055886,1795.5737735979708,5.513901585983391,5.513901585983391,1892.7220579849266,1.3335563006058215,21.862982988357544
encoder,64,4,128,1,0.2,20,32,2243732.2815383747,0.9560599616051678,1184.4702512599085,3.2707115471030486,3.2707115471030486,1497.9093035088522,2.5872407520744485,111.07000255584717
encoder,64,4,128,1,0.2,20,64,2624341.8471795456,0.9486063099082519,1307.0010824193137,3.62440305592453,3.62440305592453,1619.9820514991966,2.3371674756139034,61.44349694252014
encoder,64,4,128,1,0.2,20,128,2700694.8993156585,0.9471110530676616,1384.8438645508054,3.934507989672207,3.934507989672207,1643.379110039938,2.0823868439246813,38.02258276939392
encoder,64,4,128,1,0.2,50,32,3990892.614223404,0.9218445194457887,1707.6320568097858,4.841159155702847,4.841159155702847,1997.7218560709105,2.2553603420399875,263.6925187110901
encoder,64,4,128,1,0.2,50,64,3625013.264596822,0.9290097025662301,1501.621966717506,4.1115528760597515,4.1115528760597515,1903.9467599165746,2.942542853646065,140.51909375190735
encoder,64,4,128,1,0.2,50,128,2818945.299166713,0.944795301249848,1306.2375389929566,3.5626880769212046,3.5626880769212046,1678.971500403361,2.647018823038117,75.67887449264526
encoder,64,4,128,2,0.0,10,32,281927.30766677985,0.9944788882232704,437.6945447616563,1.4202826093942773,1.4202826093942773,530.968273691357,1.2687961763318991,82.86524152755737
encoder,64,4,128,2,0.0,10,64,715820.278351433,0.98598176316606,758.1588474394791,2.4313094771463746,2.4313094771463746,846.0616279866574,1.3727095987652511,45.54694890975952
encoder,64,4,128,2,0.0,10,128,207307.25537761877,0.9959402069329883,341.0081840440626,1.0974423874212946,1.0974423874212946,455.3100650958847,1.453086143491043,29.494868516921997
encoder,64,4,128,2,0.0,20,32,154460.00380294552,0.996975138899854,295.0075229125574,0.9442703182101575,0.9442703182101575,393.0139994999485,1.169454784532571,128.10941648483276
encoder,64,4,128,2,0.0,20,64,138282.75048145055,0.9972919454716175,256.80409969742755,0.8163934649547533,0.8163934649547533,371.8638870359026,1.1898226980780953,72.5591459274292
encoder,64,4,128,2,0.0,20,128,255547.5331286232,0.9949954954475774,394.9099480586968,1.265755428496964,1.265755428496964,505.517094793661,1.3933641646032835,44.21350955963135
encoder,64,4,128,2,0.0,50,32,119254.67818423355,0.9976645809389586,251.590241299382,0.8297222524118526,0.8297222524118526,345.3327065081348,1.0949282753164689,306.2107398509979
encoder,64,4,128,2,0.0,50,64,163686.19628672514,0.9967944581406961,308.7415651440015,1.0415382511217361,1.0415382511217361,404.5815075936184,1.37421654296618,160.27956533432007
encoder,64,4,128,2,0.0,50,128,154731.12170603895,0.9969698294736049,290.8725058172678,0.9525967540866678,0.9525967540866678,393.35876970780623,1.280732192098772,99.52236104011536
encoder,64,4,128,2,0.2,10,32,5493268.062193098,0.8924228119584855,1875.4847255228979,5.1782447143112025,5.1782447143112025,2343.7721864961827,3.1576907066478856,75.72422480583191
encoder,64,4,128,2,0.2,10,64,2894959.2288778136,0.943306685599251,1472.239214776805,4.246605733053139,4.246605733053139,1701.457971528481,1.8573101708406834,66.59160280227661
encoder,64,4,128,2,0.2,10,128,1964399.9595606907,0.9615302545869141,1233.20156988927,3.609024843761717,3.609024843761717,1401.5705332093319,1.6048577577018164,44.20886492729187
encoder,64,4,128,2,0.2,20,32,4546785.035595474,0.9109582231886711,1722.784045193557,4.76721719749963,4.76721719749963,2132.3191683224804,3.0107158367364417,180.08859944343567
encoder,64,4,128,2,0.2,20,64,2811651.0413109404,0.9449381480470714,1327.8420544866062,3.687221174810652,3.687221174810652,1676.7978534429665,2.983641118130717,95.25167536735535
encoder,64,4,128,2,0.2,20,128,3632082.6034911815,0.928871260460191,1720.740451041296,5.0572760961773096,5.0572760961773096,1905.8023516333433,1.7342632169594474,60.734471797943115
encoder,64,4,128,2,0.2,50,32,3767358.126844784,0.9262220978399683,1560.1978749596528,4.48476739912623,4.48476739912623,1940.9683477184226,4.58222215631411,304.35686135292053
encoder,64,4,128,2,0.2,50,64,3024683.289740619,0.9407662398152571,1391.5924576976302,3.8836540918649596,3.8836540918649596,1739.1616629113635,3.2970805291654095,173.09030532836914
encoder,64,4,128,2,0.2,50,128,4077385.9034695,0.9201506816908838,1599.3691139409973,4.415950056104025,4.415950056104025,2019.2537986765062,3.5867720302842203,109.17433881759644
encdec,32,2,64,1,0.0,10,32,262200.02894276916,0.9948652165707701,383.5119399442726,1.1730717360790102,1.1730717360790102,512.0547128410881,1.4855959203266798,61.77298450469971
encdec,32,2,64,1,0.0,10,64,459814.15190889844,0.9909952485616905,529.8971650068149,1.6922903872354487,1.6922903872354487,678.0959754407177,1.750029649144259,35.65790843963623
encdec,32,2,64,1,0.0,10,128,302296.63079333777,0.9940799864257511,436.87563268954796,1.409138036759949,1.409138036759949,549.81508781893,1.4539150773627334,19.65844178199768
encdec,32,2,64,1,0.0,20,32,138979.29707759724,0.9972783046801424,261.52886995507754,0.8359707031938807,0.8359707031938807,372.7992718308302,1.1731920660466058,97.86178135871887
encdec,32,2,64,1,0.0,20,64,191323.73561145188,0.9962532195316787,332.55773238783803,1.0675186505089787,1.0675186505089787,437.4056876761571,1.2557367419625163,55.60665822029114
encdec,32,2,64,1,0.0,20,128,212041.35562734155,0.9958474968764235,330.8356055593047,1.0410194496350136,1.0410194496350136,460.47948448040717,1.3463338848234254,31.68651819229126
encdec,32,2,64,1,0.0,50,32,110728.55732665646,0.997831551874361,232.7171677945637,0.7433723560738335,0.7433723560738335,332.7590078820654,1.0828574163579352,237.24759435653687
encdec,32,2,64,1,0.0,50,64,123890.58854395933,0.9975737937800461,252.54199955038044,0.798884963298277,0.798884963298277,351.98094912077175,1.1239058949330722,124.44035339355469
encdec,32,2,64,1,0.0,50,128,132690.16343695848,0.9974014676688437,255.2341625246978,0.8171591076492626,0.8171591076492626,364.2666103789345,1.180389287470043,68.69390988349915
encdec,32,2,64,1,0.2,10,32,283263.7081014578,0.9944527168805956,407.76498660161485,1.306831197626464,1.306831197626464,532.2252418867953,1.5848949144999351,55.94816756248474
encdec,32,2,64,1,0.2,10,64,318317.3544276468,0.9937662452466467,434.3883780672787,1.3224081815599789,1.3224081815599789,564.1962020677264,1.4232045828409396,31.574542760849
encdec,32,2,64,1,0.2,10,128,256236.59519853213,0.9949820012290125,374.09951938982874,1.1796652972773425,1.1796652972773425,506.19817779060816,1.5258728604889347,23.963524103164673
encdec,32,2,64,1,0.2,20,32,160229.56733313858,0.996862150890935,290.378139120642,0.9368137116509351,0.9368137116509351,400.28685630824623,1.2625282122513384,99.74202632904053
encdec,32,2,64,1,0.2,20,64,656739.8437835105,0.9871387624144364,683.9504302863118,2.049702969209768,2.049702969209768,810.3948690505823,1.320085592745319,54.25283169746399
encdec,32,2,64,1,0.2,20,128,210336.81774059817,0.9958808776236745,335.21383188961124,1.0507189254691423,1.0507189254691423,458.62492054030184,1.315519171586982,32.47776913642883
encdec,32,2,64,1,0.2,50,32,373504.21544495586,0.9926854956349647,476.84554296890434,1.4255290408436705,1.4255290408436705,611.1499124150766,1.2350511238315063,239.79712343215942
encdec,32,2,64,1,0.2,50,64,624275.7295164032,0.98777452205434,673.1948782298139,2.0175470031145135,2.0175470031145135,790.1112133848014,1.255800000425027,124.55223774909973
encdec,32,2,64,1,0.2,50,128,237581.19826179952,0.9953473384238354,368.2059993986389,1.2254877350917888,1.2254877350917888,487.42301778003826,1.5480257821388719,72.85243535041809
encdec,32,2,64,2,0.0,10,32,549791.986521622,0.9892331713566256,515.7359251066415,1.5362982032558765,1.5362982032558765,741.4795927883802,1.5950783941812552,65.85154986381531
encdec,32,2,64,2,0.0,10,64,295220.1943451337,0.9942185675264426,406.1122137020542,1.2259698648572142,1.2259698648572142,543.3416920733524,1.3357581620837056,36.178863763809204
encdec,32,2,64,2,0.0,10,128,372753.885185256,0.992700189696592,469.8656437016611,1.4688832032039034,1.4688832032039034,610.5357362065353,1.4171269289096824,23.28756022453308
encdec,32,2,64,2,0.0,20,32,141794.05718785754,0.9972231819418662,273.85664530353074,0.8849446432795856,0.8849446432795856,376.55551674070256,1.167577049946949,117.56819772720337
encdec,32,2,64,2,0.0,20,64,231671.4115940202,0.9954630724867733,378.81843596858977,1.2464991656080933,1.2464991656080933,481.32256501645566,1.3249348067605997,67.5978991985321
encdec,32,2,64,2,0.0,20,128,535905.2844846118,0.9895051210119853,620.3105886517566,1.9906865199756165,1.9906865199756165,732.0555200834236,1.43057089171567,39.206268548965454
encdec,32,2,64,2,0.0,50,32,170179.05536430725,0.996667305503321,318.26674173999464,1.0095861308994276,1.0095861308994276,412.52764193967323,1.049954455363652,291.9315083026886
encdec,32,2,64,2,0.0,50,64,124737.67293111568,0.9975572049379628,253.88005926236826,0.8121748998435069,0.8121748998435069,353.18220925057324,1.0813225855748747,164.1738121509552
encdec,32,2,64,2,0.0,50,128,121359.41985311177,0.9976233628174819,244.61619980932187,0.7784742971097206,0.7784742971097206,348.3667892510877,1.123165149016404,93.98622488975525
encdec,32,2,64,2,0.2,10,32,254989.63704941495,0.9950064209823849,369.94463743504986,1.1882679212372682,1.1882679212372682,504.9649859637943,1.5721127664011867,78.87323379516602
