architecture,d_model,num_heads,ff_dim,num_layers,dropout_rate,epochs,batch_size,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,Training Time (s)
encoder,32,4,64,1,0.0,10,32,153336.27932739691,0.9969971453116737,277.4836301255244,0.88373176172698,0.88373176172698,391.5817658259855,1.250829826697924,59.50776124000549
encoder,32,4,64,1,0.0,10,64,211448.7770656974,0.9958591016141922,345.82317169770585,1.110577761164489,1.110577761164489,459.8355978669957,1.3628455629010015,36.283820390701294
encoder,32,4,64,1,0.0,10,128,235481.69634200528,0.9953884539329025,359.863087491511,1.131420986830104,1.131420986830104,485.26456324566425,1.426807568015732,21.122706651687622
encoder,32,4,64,1,0.0,20,32,312920.0507428715,0.9938719431202695,452.3646198694829,1.376991749507591,1.376991749507591,559.3925730136855,1.2233231811025915,106.05553364753723
encoder,32,4,64,1,0.0,20,64,177682.95151895337,0.9965203532631367,311.11408457894214,1.021926553763209,1.021926553763209,421.5245562466716,1.3693578314018218,59.12401103973389
encoder,32,4,64,1,0.0,20,128,162114.12689358424,0.996825244696678,288.6755487211201,0.9265018076206891,0.9265018076206891,402.6339862624419,1.309819425706939,33.8958945274353
encoder,32,4,64,1,0.0,50,32,149368.7337257096,0.997074843576973,289.98059474975923,0.9408776960528022,0.9408776960528022,386.4825141267191,1.1168721266715358,251.13621068000793
encoder,32,4,64,1,0.0,50,64,142647.74115839248,0.9972064638571148,274.76772449400636,0.8599010527559169,0.8599010527559169,377.68735901323527,1.1228919487797857,148.88881015777588
encoder,32,4,64,1,0.0,50,128,248455.34612737596,0.9951343849985734,397.92027667523934,1.2749562827187522,1.2749562827187522,498.4529527722511,1.1942345818604116,95.00387668609619
encoder,32,4,64,1,0.2,10,32,3592873.314366232,0.9296391139531233,1528.6979946593242,4.247981848712495,4.247981848712495,1895.487619154035,3.2093044814340144,84.02579307556152
encoder,32,4,64,1,0.2,10,64,6146170.1851555845,0.8796367302199951,2163.5866617230126,6.2016274912670415,6.2016274912670415,2479.1470680771613,2.6185766251619453,51.181008100509644
encoder,32,4,64,1,0.2,10,128,762968.1932430794,0.9850584439235545,701.678330866531,2.417654006567486,2.417654006567486,873.4805053594953,2.324062038064284,31.480397701263428
encoder,32,4,64,1,0.2,20,32,4242174.25843889,0.9169235557525737,1646.0304341669623,4.537598784120408,4.537598784120408,2059.653917151833,3.4493318549460876,154.83943223953247
encoder,32,4,64,1,0.2,20,64,3355080.0037855534,0.9342959294221174,1488.444723601481,4.132747042854861,4.132747042854861,1831.6877473482082,2.5911621098948574,85.4968957901001
encoder,32,4,64,1,0.2,20,128,3255230.8141681235,0.936251321899902,1526.0778327801181,4.317332218930256,4.317332218930256,1804.2258212785127,2.30563222972654,48.02662467956543
encoder,32,4,64,1,0.2,50,32,4601199.059527129,0.9098926084001123,1729.047922669262,4.779609973671936,4.779609973671936,2145.040572932626,3.2854780150739593,331.3804249763489
encoder,32,4,64,1,0.2,50,64,2871366.1033803266,0.9437687205972513,1468.8341340019624,4.197958106542375,4.197958106542375,1694.5105793061095,2.0828676364159633,146.00538539886475
encoder,32,4,64,1,0.2,50,128,6000115.61300126,0.8824969838968739,2188.0833852377095,6.367928878333999,6.367928878333999,2449.513342074556,2.09516649271193,80.96607971191406
encoder,32,4,64,2,0.0,10,32,265631.43386205315,0.9947980177943644,395.3700363957581,1.2212325908205102,1.2212325908205102,515.3944449274295,1.4797450332024837,72.50629925727844
encoder,32,4,64,2,0.0,10,64,184258.92839964054,0.9963915728917,310.0823956129834,0.9771705582368697,0.9771705582368697,429.2539206572731,1.3351641165953907,44.902589321136475
encoder,32,4,64,2,0.0,10,128,324559.21456952963,0.9936440080365543,451.0045776936632,1.4758859992205557,1.4758859992205557,569.7009869831099,1.56483061600329,29.382997274398804
encoder,32,4,64,2,0.0,20,32,147604.5291891348,0.9971093928035947,283.74179600420456,0.9316242185120974,0.9316242185120974,384.193348704965,1.287832006170434,139.940913438797
encoder,32,4,64,2,0.0,20,64,184224.02690785498,0.9963922563836218,324.1875065766642,1.0386101758287396,1.0386101758287396,429.21326506511303,1.2294600701389011,72.73422884941101
encoder,32,4,64,2,0.0,20,128,319866.8525171097,0.9937359007148574,443.7030139327921,1.3386859941956097,1.3386859941956097,565.5677258446682,1.363248021029627,41.484880447387695
encoder,32,4,64,2,0.0,50,32,207105.7379806111,0.9959441533406033,344.8864761647924,1.0242697320609604,1.0242697320609604,455.0887144069946,1.1584413383668344,324.92009806632996
encoder,32,4,64,2,0.0,50,64,118247.35472791424,0.9976843078162295,244.23751534646883,0.7828066964416313,0.7828066964416313,343.8711309893784,1.071637163502395,164.84488010406494
encoder,32,4,64,2,0.0,50,128,187979.4797816479,0.9963187116274929,328.531833581348,1.0390546202923783,1.0390546202923783,433.5660039505495,1.153426514163836,89.8483784198761
encoder,32,4,64,2,0.2,10,32,2582496.2671573907,0.9494257910950034,1279.845500016129,3.596636242205725,3.596636242205725,1607.014706577818,3.291302528122275,80.25936150550842
encoder,32,4,64,2,0.2,10,64,5128719.406777797,0.8995619354838421,1931.2027190633728,5.467312312282084,5.467312312282084,2264.6676150768344,2.739016810048598,46.45723748207092
encoder,32,4,64,2,0.2,10,128,3763100.770475499,0.9263054716024559,1588.8467694332246,4.434195865697276,4.434195865697276,1939.871328329665,2.951462644330875,33.11425757408142
encoder,32,4,64,2,0.2,20,32,5251831.530232645,0.8971509743027843,1858.7828774577256,5.130763351416145,5.130763351416145,2291.687485289529,3.2361829269196596,154.0159134864807
encoder,32,4,64,2,0.2,20,64,5685527.93706766,0.8886576986455987,2019.5156453421146,5.684724202227856,5.684724202227856,2384.434510962224,2.8671672494885883,78.33218002319336
encoder,32,4,64,2,0.2,20,128,7481943.897883321,0.853477660928617,2511.805350201531,7.429471759348898,7.429471759348898,2735.314222878849,1.9883879719971198,43.556756019592285
encoder,32,4,64,2,0.2,50,32,4673036.305457327,0.9084857866637028,1731.2266472541396,4.899029699084837,4.899029699084837,2161.720681646296,4.64227815238663,357.10861229896545
encoder,32,4,64,2,0.2,50,64,5954173.208128969,0.883396695083743,2025.370867184392,5.637997380345454,5.637997380345454,2440.1174578550454,3.1874586401376637,223.06542944908142
encoder,32,4,64,2,0.2,50,128,6130131.40290067,0.8799508250493497,2084.6167842223413,5.851625982897834,5.851625982897834,2475.910217051634,3.007215377452639,126.89117193222046
encoder,32,4,128,1,0.0,10,32,2913522.7292347695,0.9429431480572997,1652.0822682208145,5.4063900716901925,5.4063900716901925,1706.9044288520577,1.9500317442694624,74.71641850471497
encoder,32,4,128,1,0.0,10,64,380911.1078858277,0.9925404430629996,504.8020366464039,1.5845488892520694,1.5845488892520694,617.1799639374465,1.4043425775535918,43.48214054107666
encoder,32,4,128,1,0.0,10,128,247619.69489579328,0.9951507499399269,364.6453487525272,1.1598407486091775,1.1598407486091775,497.61400190890254,1.4405473104344277,22.703422784805298
encoder,32,4,128,1,0.0,20,32,169034.35242062478,0.9966897227461043,310.2961866483066,0.951375270487615,0.951375270487615,411.1378751959308,1.1253830895949672,101.85117483139038
encoder,32,4,128,1,0.0,20,64,155161.6257549438,0.9969613987153573,284.47083675814457,0.9138809078143397,0.9138809078143397,393.9056051326812,1.276884986474852,54.41349768638611
encoder,32,4,128,1,0.0,20,128,307546.0384929154,0.9939771848670413,435.0294015621339,1.3355570904410874,1.3355570904410874,554.5683352779128,1.4058352035372583,31.42232847213745
encoder,32,4,128,1,0.0,50,32,113460.94030116072,0.997778042365318,238.91857172754118,0.7604312842902354,0.7604312842902354,336.8396358820629,1.0660156908982807,241.87187695503235
encoder,32,4,128,1,0.0,50,64,134986.53118098655,0.9973564968460448,256.72175184963834,0.8250190024443892,0.8250190024443892,367.40513221917104,1.1292690836852242,130.51369452476501
encoder,32,4,128,1,0.0,50,128,121895.42501570178,0.9976128659825352,240.61827394177803,0.7690492433927248,0.7690492433927248,349.13525318377947,1.1294650348197464,67.69364380836487
encoder,32,4,128,1,0.2,10,32,5233908.375975366,0.8975019716533601,2020.596119523404,5.8295755171056785,5.8295755171056785,2287.773672366951,2.2553677187511965,59.28143763542175
encoder,32,4,128,1,0.2,10,64,4651508.703122455,0.9089073715742226,1887.9552066744413,5.430033382922079,5.430033382922079,2156.7356590742534,2.252478100899227,34.32946491241455
encoder,32,4,128,1,0.2,10,128,7667631.581653204,0.8498412538485789,2592.072825766872,7.781567939180254,7.781567939180254,2769.048858661256,1.765011109514833,22.584420680999756
encoder,32,4,128,1,0.2,20,32,3884869.246686884,0.9239208236816532,1623.543672945186,4.54041470686887,4.54041470686887,1971.0071655594975,2.5589850815066386,102.73724365234375
encoder,32,4,128,1,0.2,20,64,4235078.283798462,0.9170625194786449,1707.7465388806136,4.776960260694665,4.776960260694665,2057.9305828424976,2.6579256201086636,59.98847150802612
encoder,32,4,128,1,0.2,20,128,4936223.89916865,0.9033316633006472,1951.4686888571916,5.625392951370288,5.625392951370288,2221.7614406521348,2.2199715601200785,34.97425937652588
encoder,32,4,128,1,0.2,50,32,4062902.106784559,0.9204343245246014,1587.95478151679,4.381298506347967,4.381298506347967,2015.6641850230308,2.711254594590698,255.42714643478394
encoder,32,4,128,1,0.2,50,64,6019493.068253409,0.882117506302876,2033.129405570141,5.669303949164727,5.669303949164727,2453.465522124452,3.121197244572258,131.90080165863037
encoder,32,4,128,1,0.2,50,128,6215393.660220835,0.8782810951572837,2130.5417127314518,6.034834594655794,6.034834594655794,2493.069124637509,2.726150362167039,77.49112176895142
encoder,32,4,128,2,0.0,10,32,180887.33635869165,0.9964576003250752,321.8998466407524,1.0571008980154928,1.0571008980154928,425.30851902905925,1.338501438396441,68.39739727973938
encoder,32,4,128,2,0.0,10,64,170631.43488772502,0.9966584463476225,296.2356017465183,0.9438054179458495,0.9438054179458495,413.07558011546143,1.3024846259122231,45.56645441055298
encoder,32,4,128,2,0.0,10,128,241970.61529029894,0.9952613784568866,358.70580307593355,1.11387063655201,1.11387063655201,491.90508768491,1.380010879727223,26.17818021774292
encoder,32,4,128,2,0.0,20,32,119333.07073040548,0.9976630457417709,245.02816884490196,0.7848381956062013,0.7848381956062013,345.44619078867476,1.1110349869723806,124.0275239944458
encoder,32,4,128,2,0.0,20,64,127145.10335668025,0.9975100591237307,253.64525326993078,0.8179326214899801,0.8179326214899801,356.5741204247446,1.1653871161475087,66.65859293937683
encoder,32,4,128,2,0.0,20,128,198793.0070057686,0.9961069453640572,318.26788747065456,1.0058821468781678,1.0058821468781678,445.862094156667,1.3421986912108501,38.934485912323
encoder,32,4,128,2,0.0,50,32,175778.1044436495,0.9965576567571024,308.6366996462082,0.9266326072055434,0.9266326072055434,419.2589944695874,1.1068056804516324,288.6945035457611
encoder,32,4,128,2,0.0,50,64,131435.38693324107,0.9974260405326403,266.2289469879657,0.8635330340434338,0.8635330340434338,362.540186645896,1.0808006678763873,152.9355537891388
encoder,32,4,128,2,0.0,50,128,139314.84797596373,0.9972717334329937,277.1918843877613,0.8849257081022043,0.8849257081022043,373.2490428332854,1.0816799262473378,90.83141160011292
encoder,32,4,128,2,0.2,10,32,2896095.3748290483,0.9432844359319755,1374.506723923763,3.9079373119933183,3.9079373119933183,1701.7918130103483,3.714004120417689,71.13724708557129
encoder,32,4,128,2,0.2,10,64,7060968.302442302,0.8617218191016603,2301.694524838685,6.553134485504724,6.553134485504724,2657.248257585712,3.1000454627369516,48.33712339401245
encoder,32,4,128,2,0.2,10,128,6114735.463728229,0.8802523307877695,2298.9573290622793,6.882435249999085,6.882435249999085,2472.7991151179726,1.7819372919133432,33.71395778656006
encoder,32,4,128,2,0.2,20,32,5341447.340399852,0.8953959867884845,1893.209414765619,5.275742280198339,5.275742280198339,2311.1571431644047,2.9947894341431742,145.1129493713379
encoder,32,4,128,2,0.2,20,64,3518120.3575319205,0.9311030353935078,1588.5159894308351,4.479166961573976,4.479166961573976,1875.6653106383133,2.625543212424929,85.32691836357117
encoder,32,4,128,2,0.2,20,128,8299577.16102724,0.8374655737152517,2538.070211400673,7.290918413739535,7.290918413739535,2880.898672467888,2.9635189069194734,55.84193158149719
encoder,32,4,128,2,0.2,50,32,6223699.171211184,0.8781184445260978,2068.287698074043,5.834551732783328,5.834551732783328,2494.734288699136,4.687767341689881,348.00755190849304
encoder,32,4,128,2,0.2,50,64,3841476.324804831,0.9247706071737614,1613.1596447367933,4.591798785918492,4.591798785918492,1959.968449951384,4.034798867449285,170.15837836265564
encoder,32,4,128,2,0.2,50,128,4298079.872030612,0.915828730479559,1731.7843277957033,4.867672798829998,4.867672798829998,2073.1810996704103,2.885147516353979,90.79874634742737
encoder,64,2,64,1,0.0,10,32,157120.85572071993,0.9969230302163038,284.88811658763825,0.9111842819586969,0.9111842819586969,396.3847319470314,1.2696372291408378,60.57099199295044
encoder,64,2,64,1,0.0,10,64,202749.1834172807,0.9960294697468238,328.58902606539635,1.0208053215483004,1.0208053215483004,450.2767853412839,1.3435790515276,40.87572932243347
encoder,64,2,64,1,0.0,10,128,672122.0820528173,0.9868375249870869,693.7068256412216,2.2454364882573197,2.2454364882573197,819.8305203228392,1.60360844084254,23.439998626708984
encoder,64,2,64,1,0.0,20,32,289749.52983880474,0.9943257020586821,441.35375473939206,1.3953497379549549,1.3953497379549549,538.2838747713001,1.207605893182424,102.46776556968689
encoder,64,2,64,1,0.0,20,64,186181.77637820088,0.9963539168777894,315.0434931284693,1.0156741745008047,1.0156741745008047,431.48786353523417,1.3106174373168447,55.531941413879395
encoder,64,2,64,1,0.0,20,128,823439.473975771,0.9838742070967984,824.521718322584,2.7566709038407415,2.7566709038407415,907.4356583118006,1.6820962656330596,31.864110946655273
encoder,64,2,64,1,0.0,50,32,106552.28924402197,0.9979133376477386,225.4164214714963,0.7207555679896991,0.7207555679896991,326.42348145319136,1.060256544641908,240.93145298957825
encoder,64,2,64,1,0.0,50,64,151164.18201740747,0.9970396824895641,282.6091684286438,0.879558355821368,0.879558355821368,388.7983822206665,1.1277494170219848,127.98136496543884
encoder,64,2,64,1,0.0,50,128,175220.67654338232,0.996568573123347,314.08047182046175,1.0038609913493182,1.0038609913493182,418.59368908690243,1.1820163074223031,75.29694390296936
encoder,64,2,64,1,0.2,10,32,1238214.0558834518,0.9757514862159774,957.5803959635217,2.8324202474597895,2.8324202474597895,1112.7506710325777,1.5137822579480855,63.945419788360596
encoder,64,2,64,1,0.2,10,64,575208.4188500126,0.9887354297046655,638.1877787410222,1.9669426044124059,1.9669426044124059,758.4249592741609,1.376056435255998,39.24295258522034
encoder,64,2,64,1,0.2,10,128,3269084.1965194736,0.9359800247592293,1708.6818687324535,5.8167833398300415,5.8167833398300415,1808.0608940296988,2.932167045721857,25.661601543426514
encoder,64,2,64,1,0.2,20,32,578931.4842388333,0.9886625192075098,551.1502517951958,1.5598796378833573,1.5598796378833573,760.875472228428,1.6508694025150414,105.544260263443
