units_lstm1,units_lstm2,dropout_rate,feature_att,temporal_att,epochs,batch_size,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,Training Time (s),Train Loss Final,Validation Loss Final,Overfit Gap,Loss Ratio
64,32,0.0,True,False,50,64,281701.16727000644,0.9944833168343835,381.5167964428687,1.2164675129779938,1.2164675129779938,530.7552800208458,1.5604253354230047,921.7091584205627,0.00018464417371433228,0.00019195019558537751,7.306021871045232e-06,1.0395681148453055
64,32,0.0,False,True,50,64,244338.77640723626,0.9952150016715366,343.36270808656246,1.1097619664333405,1.1097619664333405,494.30635885777986,1.5604276528499001,894.155529499054,0.00017744422075338662,0.00016649450117256492,-1.0949719580821693e-05,0.9382920473017845
64,32,0.0,False,False,50,64,245817.34067865682,0.9951860462692411,346.4869291017014,1.0990010314463892,1.0990010314463892,495.79969814296663,1.5495750718773387,875.5930182933807,0.00017376143659930676,0.00016750120266806334,-6.26023393124342e-06,0.9639722480789595
64,32,0.2,True,True,10,32,494883.474304987,0.9903084699360746,489.5615526477072,1.5597509886720726,1.5597509886720726,703.4795478938865,2.28635877849923,374.6493875980377,0.0004669604531954974,0.00033721618819981813,-0.00012974426499567926,0.7221514924704756
64,32,0.2,True,False,10,32,652436.298522138,0.9872230407151832,613.7107043422844,2.0810707704879663,2.0810707704879663,807.7352898828539,2.7191011618808405,365.15617537498474,0.000421691860537976,0.00044457337935455143,2.2881518816575408e-05,1.0542612294849234
64,32,0.2,False,True,10,32,570904.9179288562,0.9888197071370775,552.3666059578842,1.698258742198316,1.698258742198316,755.5825023972275,1.9929403314928182,359.40106558799744,0.0003896604757755995,0.0003890174557454884,-6.430200301110744e-07,0.9983497940640985
64,32,0.2,False,False,10,32,770666.9068695278,0.9849076764834636,659.0121242354087,2.057606179286875,2.057606179286875,877.8763619494079,2.34710072487184,355.5673682689667,0.0005630694213323295,0.0005251360707916319,-3.7933350540697575e-05,0.9326311301882811
64,32,0.2,True,True,10,64,449889.51375852415,0.9911896073026911,467.17755399918633,1.48359390983646,1.48359390983646,670.7380366123008,2.1543054007975484,192.59657430648804,0.0004656873061321676,0.00030655693262815475,-0.00015913037350401282,0.6582892180899392
64,32,0.2,True,False,10,64,566649.2906674768,0.9889030470376519,524.9688613220395,1.6367630074530677,1.6367630074530677,752.7611112879549,2.3297782166976915,189.09482955932617,0.0004528102872427553,0.0003861173172481358,-6.669296999461949e-05,0.8527132181542845
64,32,0.2,False,True,10,64,422375.5669897385,0.9917284255419977,463.32165577490747,1.4664080002329447,1.4664080002329447,649.9042752511623,2.0603215265882473,184.55226755142212,0.0004337063292041421,0.0002878069644793868,-0.0001458993647247553,0.6635987189938342
64,32,0.2,False,False,10,64,650977.6148061609,0.987251606787443,584.5547316927006,1.8665671644391453,1.8665671644391453,806.831837997337,2.522340811019407,180.86680054664612,0.0006807874888181686,0.00044358440209180117,-0.00023720308672636747,0.6515754319484535
64,32,0.2,True,True,20,32,628605.9197307082,0.9876897219532589,511.4600937394468,1.5948616510194704,1.5948616510194704,792.8467189379725,2.3890995774984396,746.2348146438599,0.00029554744833149016,0.0004283353337086737,0.00013278788537718356,1.449294643302915
64,32,0.2,True,False,20,32,511473.0772131191,0.9899835881332248,555.611968369055,1.7246099671235113,1.7246099671235113,715.1734595279099,1.7810699320460928,739.7227840423584,0.0002988729684147984,0.0003485200577415526,4.964708932675421e-05,1.166114351492137
64,32,0.2,False,True,20,32,435628.99387686496,0.9914688776043604,513.5689682794543,1.6068833841339831,1.6068833841339831,660.0219646927403,1.6358187681962781,725.4987373352051,0.0002550834615249187,0.0002968397457152605,4.175628419034183e-05,1.1636965561809374
64,32,0.2,False,False,20,32,377932.6690476184,0.9925987711968792,447.2153007673834,1.471972689160033,1.471972689160033,614.7622866178589,2.095091228033199,697.5110883712769,0.0003059344890061766,0.00025752527290023863,-4.840921610593796e-05,0.8417660713468608
64,32,0.2,True,True,20,64,327879.88556039287,0.9935789778134587,402.1178588667075,1.289796953334036,1.289796953334036,572.6079684744117,1.8262858457729336,376.5192687511444,0.0003287986619397998,0.00022341845033224672,-0.00010538021160755306,0.6794992686836199
64,32,0.2,True,False,20,64,557728.9411331061,0.9890777383340514,517.7977417162956,1.6284127031947175,1.6284127031947175,746.8125207393795,2.2040676730286726,372.87005281448364,0.00030526408227160573,0.0003800387494266033,7.477466715499759e-05,1.2449507541095763
64,32,0.2,False,True,20,64,353208.86631081416,0.9930829487658611,417.9344854763977,1.3184937470112381,1.3184937470112381,594.3137776552165,1.8898389613452022,364.20675563812256,0.00032634142553433776,0.00024067945196293294,-8.566197357140481e-05,0.737508122264449
64,32,0.2,False,False,20,64,493191.6087297591,0.9903416025156369,506.22754214028896,1.6254551242463895,1.6254551242463895,702.2760203294422,2.283906690073215,359.20259499549866,0.00046962048509158194,0.0003360653936397284,-0.00013355509145185351,0.7156105926132916
64,32,0.2,True,True,50,32,1089606.052831311,0.9786617449013021,730.8821486404986,2.0278646487906786,2.0278646487906786,1043.841967364462,2.2056966862357927,1877.1234259605408,0.00020981072157155722,0.0007424631039611995,0.0005326523823896423,3.538728137436856
64,32,0.2,True,False,50,32,283462.60826988897,0.9944488217273683,376.1246644555986,1.1511904354693967,1.1511904354693967,532.4120662324333,1.6090219859029444,1841.3041479587555,0.00019265968876425177,0.00019315278041176498,4.930916475132108e-07,1.002559391903288
64,32,0.2,False,True,50,32,265332.0028069996,0.9948038816900545,364.17256966539185,1.1176285491123905,1.1176285491123905,515.1038757444945,1.5467085682240824,1805.923017024994,0.00017656260752119124,0.00018079843721352518,4.235829692333937e-06,1.0239905252408867
64,32,0.2,False,False,50,32,254523.96425082817,0.9950155404663883,350.94302966885834,1.104134705343191,1.104134705343191,504.5036811073118,1.577034818561231,1752.2442066669464,0.00019613841141108423,0.0001734339166432619,-2.2704494767822325e-05,0.8842424866986598
64,32,0.2,True,True,50,64,285424.12364606507,0.9944104084720747,373.2953220707162,1.1963201205151994,1.1963201205151994,534.2509931165922,1.7252511760917892,943.6181461811066,0.00022691389312967658,0.000194488515262492,-3.242537786718458e-05,0.8571027211249064
64,32,0.2,True,False,50,64,249846.22249743718,0.9951071468286697,340.5048892657238,1.0838082803966562,1.0838082803966562,499.8461988426412,1.6031768820167573,903.8106145858765,0.0002225110656581819,0.00017024642147589475,-5.2264644182287157e-05,0.7651144044109011
64,32,0.2,False,True,50,64,314084.2852678616,0.9938491433815709,415.37043059719997,1.2607240523723993,1.2607240523723993,560.4322307539616,1.5358764405222096,868.2952654361725,0.00018984495545737445,0.00021402428683359176,2.4179331376217306e-05,1.1273635705408367
64,32,0.2,False,False,50,64,241639.66404864768,0.9952678596268482,342.7616585110645,1.091337549401042,1.091337549401042,491.5685751231945,1.5741644135589434,844.8148536682129,0.00021717506751883775,0.00016465484804939479,-5.2520219469442964e-05,0.7581664411597921
128,64,0.0,True,True,10,32,440429.670562327,0.9913748637509181,452.19285711538777,1.444207418206148,1.444207418206148,663.648755413831,2.1081347085082855,369.46806955337524,0.00038539464003406465,0.00030011095805093646,-8.528368198312819e-05,0.7787107729998787
128,64,0.0,True,False,10,32,398772.04932806315,0.9921906640545157,458.0588964390881,1.5010429786877504,1.5010429786877504,631.4840055995585,2.059507467463097,375.73435950279236,0.0003406973264645785,0.00027172514819540083,-6.897217826917768e-05,0.7975558570274001
128,64,0.0,False,True,10,32,292122.22587691015,0.994279236463891,372.1381499056083,1.2039631841968839,1.2039631841968839,540.4833261784402,1.780031009597469,358.2160384654999,0.00029395046294666827,0.00019905342196580023,-9.489704098086804e-05,0.6771665537465565
128,64,0.0,False,False,10,32,915443.8847119313,0.9820724425219851,761.237348965402,2.399787623895012,2.399787623895012,956.7883176084098,2.433663294926801,356.9428598880768,0.0004268962948117405,0.0006237876368686557,0.00019689134205691516,1.461215860736724
128,64,0.0,True,True,10,64,385519.867849096,0.9924501876027538,434.5410359516943,1.383538008936576,1.383538008936576,620.9024624279533,2.006187498290752,188.72003769874573,0.00031399261206388474,0.0002625331690069288,-5.1459443056955934e-05,0.836112567366757
128,64,0.0,True,False,10,64,502824.23550032504,0.9901529623674229,537.1163099749281,1.7104746953684171,1.7104746953684171,709.1010051468867,1.9598876241027403,190.54277968406677,0.0003658469067886472,0.0003430541546549648,-2.279275213368237e-05,0.9376986610772414
128,64,0.0,False,True,10,64,381167.2310908387,0.9925354272848007,442.62484993405405,1.4131166834642912,1.4131166834642912,617.3874238197914,1.9739358261624054,180.60392880439758,0.00035323642077855766,0.00025971795548684895,-9.351846529170871e-05,0.7352524830661926
128,64,0.0,False,False,10,64,629979.9905512519,0.9876628128941396,592.3821292998796,1.90484486037883,1.90484486037883,793.7127884513717,2.4482235176547724,182.559965133667,0.0005396857159212232,0.00042923519504256546,-0.0001104505208786577,0.7953428863868987
128,64,0.0,True,True,20,32,415894.6959471793,0.9918553434121844,473.10225835792556,1.5516757110187591,1.5516757110187591,644.8989811956437,1.8686633770703402,737.425395488739,0.00027233833679929376,0.00028339269920252264,1.1054362403228879e-05,1.0405905482612081
128,64,0.0,True,False,20,32,437778.36932155845,0.9914267853991798,503.6424675303493,1.552351805418388,1.552351805418388,661.648221732333,1.7176680638628847,741.081337928772,0.00025404911139048636,0.00029830430867150426,4.42551972810179e-05,1.1741993783752915
128,64,0.0,False,True,20,32,283300.68278235843,0.9944519927884604,376.34139658879184,1.1761974232911598,1.1761974232911598,532.2599766865421,1.6233535741563034,705.7797966003418,0.000221313996007666,0.00019304236047901213,-2.827163552865386e-05,0.8722555462435617
128,64,0.0,False,False,20,32,288947.75056341157,0.9943414036699817,374.1715729626114,1.1977402233535848,1.1977402233535848,537.5386037889851,1.7258224135262308,713.7559797763824,0.00024494086392223835,0.00019689041073434055,-4.80504531878978e-05,0.8038283509804537
128,64,0.0,True,True,20,64,395405.07550434925,0.9922566010472246,440.60662681732356,1.4276456276757177,1.4276456276757177,628.8124326890725,2.0450926754838537,378.1730213165283,0.0004153227782808244,0.0002693402348086238,-0.00014598254347220063,0.6485082179299755
128,64,0.0,True,False,20,64,332521.75105976016,0.9934880740323151,392.3690280516276,1.2465452785900015,1.2465452785900015,576.6469899858666,1.8454341035699384,381.1743507385254,0.00027008677716366947,0.00022668653400614858,-4.340024315752089e-05,0.8393100039428407
128,64,0.0,False,True,20,64,267120.37637991377,0.9947688591501086,350.10333566807486,1.120178452213913,1.120178452213913,516.8368953353793,1.6833327217295242,359.66201877593994,0.0002292871504323557,0.00018197420286014676,-4.731294757220894e-05,0.7936519884215352
128,64,0.0,False,False,20,64,512357.4191974293,0.9899662696585279,532.0010484417761,1.7269539251924644,1.7269539251924644,715.7914634846027,2.292886507878908,365.2363631725311,0.0003642248047981411,0.000348687288351357,-1.553751644678414e-05,0.9573408613523857
128,64,0.0,True,True,50,32,254926.9723901663,0.9950076481731492,345.3715045645348,1.1104099424658418,1.1104099424658418,504.90293363196685,1.5992458203280702,1832.6854541301727,0.00018734106561169028,0.00017370854038745165,-1.3632525224238634e-05,0.927231516593936
128,64,0.0,True,False,50,32,242340.53340781215,0.9952541341807221,337.7980555286568,1.0766488554401743,1.0766488554401743,492.2809496698122,1.5679489512401088,1848.4305260181427,0.00016399257583543658,0.00016513194714207202,1.1393713066354394e-06,1.0069477005335825
128,64,0.0,False,True,50,32,242823.67620427805,0.9952446725737374,336.8765828378451,1.0675436753195684,1.0675436753195684,492.7714238917249,1.5751248911880706,1764.3350238800049,0.00016433313430752605,0.00016546121332794428,1.1280790204182267e-06,1.0068645865313273
128,64,0.0,False,False,50,32,293252.49270686763,0.9942571019301442,374.2765829225113,1.1856574737894174,1.1856574737894174,541.5279242170875,1.7307243524711091,1768.8833067417145,0.0001632384955883026,0.00019982362573500723,3.6585130146704614e-05,1.2241207260263813
128,64,0.0,True,True,50,64,222351.091225411,0.9956455965954732,310.0061777904434,0.9900787196428044,0.9900787196428044,471.5411871993909,1.5326210325073348,936.9153161048889,0.00018763370462693274,0.00015153155254665762,-3.610215208027512e-05,0.8075923931041276
128,64,0.0,True,False,50,64,265852.17612135847,0.9947936948974532,354.8573406738907,1.1076989350270434,1.1076989350270434,515.6085493098019,1.5982032838048439,949.2711210250854,0.00018705135153140873,0.00018100642773788422,-6.044923793524504e-06,0.9676830787693642
128,64,0.0,False,True,50,64,290072.0178067917,0.9943193866288905,395.6744054583824,1.2410617324832256,1.2410617324832256,538.5833434175177,1.5421845922251896,893.9719285964966,0.00017468322766944766,0.0001974201441043988,2.2736916434951127e-05,1.1301608445086446
128,64,0.0,False,False,50,64,242020.1520808503,0.9952604083551962,338.94952866315816,1.0719907142316007,1.0719907142316007,491.95543708841177,1.571006556789017,911.8247156143188,0.00018154441204387695,0.0001648407633183524,-1.6703648725524545e-05,0.9079913915417706
128,64,0.2,True,True,10,32,1745438.9849804544,0.9658182677822446,1096.3653587360793,3.246213101057055,3.246213101057055,1321.1506291791463,2.569659614765513,379.6921284198761,0.000433093577157706,0.001189350732602179,0.000756257155444473,2.7461749500133794
128,64,0.2,True,False,10,32,670897.7648218627,0.9868615013529743,642.9844581764384,2.0953842562189906,2.0953842562189906,819.0834907516221,2.203734740703126,379.1340239048004,0.0004128520085942,0.00045715266605839133,4.430065746419132e-05,1.107303964960808
128,64,0.2,False,True,10,32,600971.8101344196,0.9882308933963312,586.443476131944,1.7789870042389837,1.7789870042389837,775.2237161841862,1.9139820946496453,374.7061231136322,0.0003571983252186328,0.000409505155403167,5.230683018453419e-05,1.1464363813926575
128,64,0.2,False,False,10,32,799989.5872975999,0.9843334369833011,693.7986252458608,2.195603916943165,2.195603916943165,894.4213701033758,2.4130654171650128,361.42632722854614,0.0005525859305635095,0.0005451166070997715,-7.469323463737965e-06,0.9864829648193884
128,64,0.2,True,True,10,64,461364.0801406851,0.9909648956062268,499.44372199579175,1.5892257613227792,1.5892257613227792,679.2378671280666,1.997942401714473,192.1194396018982,0.00045032790512777865,0.0003145053924527019,-0.00013582251267507672,0.6983919692106629
128,64,0.2,True,False,10,64,525544.0375138687,0.9897080300637732,524.6792027935509,1.6827126312616898,1.6827126312616898,724.9441616523776,2.3698796735163854,195.77555060386658,0.0004729976935777813,0.0003579227486625314,-0.00011507494491524994,0.7567114037178141
128,64,0.2,False,True,10,64,615099.2407087733,0.9879542294436104,587.5959563823826,1.8300107280094982,1.8300107280094982,784.2826280804474,2.0420372987218554,183.8139259815216,0.00039405524148605764,0.00041915575275197625,2.5100511265918612e-05,1.0636979504986657
128,64,0.2,False,False,10,64,652643.0939141727,0.9872189909461708,569.0572375651317,1.8217557395545556,1.8217557395545556,807.8632891239537,2.6625831246500207,186.8454692363739,0.0006370499613694847,0.000444870995124802,-0.00019217896624468267,0.6983298361221936
128,64,0.2,True,True,20,32,976126.5839438378,0.9808840653897883,761.9608370525423,2.3625810458781085,2.3625810458781085,987.9911861670821,2.9715950502606345,818.9001071453094,0.00029049839940853417,0.0006651374860666692,0.00037463908665813506,2.2896425158311184
128,64,0.2,True,False,20,32,319414.3187526451,0.9937447628911291,395.97775475562423,1.2486153043959631,1.2486153043959631,565.1675138864982,1.8084144059964853,780.5455911159515,0.0002866497961804271,0.00021765030396636575,-6.899949221406132e-05,0.7592899310117398
128,64,0.2,False,True,20,32,312143.80271114124,0.9938871447415141,390.5455591378585,1.216033509525244,1.216033509525244,558.6983109972155,1.7532156893107238,776.7185144424438,0.00024243602820206434,0.00021269632270559669,-2.973970549646765e-05,0.8773296786083281
128,64,0.2,False,False,20,32,432813.96239168954,0.991524005657096,450.3848191514449,1.4603529503747097,1.4603529503747097,657.8859797804553,2.1523870379830115,769.5024893283844,0.00031213750480674207,0.0002949215704575181,-1.721593434922397e-05,0.9448450311670072
128,64,0.2,True,True,20,64,322966.1240255462,0.9936752062593748,391.41038106915926,1.2280360314460295,1.2280360314460295,568.3010857156145,1.8044296626912129,416.3947696685791,0.0003180468629579991,0.00021995263523422182,-9.80942277237773e-05,0.691573037974811
128,64,0.2,True,False,20,64,437834.7400834966,0.9914256814646935,481.61047661791866,1.554417955867061,1.554417955867061,661.6908191017136,2.13739663696769,417.5462238788605,0.0003124923096038401,0.0002981322759296745,-1.4360033674165606e-05,0.9540467613671183
128,64,0.2,False,True,20,64,330154.9140489986,0.9935344248870863,398.08884599133677,1.263156962727875,1.263156962727875,574.5910842059757,1.838785798785422,398.62509393692017,0.00029727380024269223,0.000224973977310583,-7.229982293210924e-05,0.7567904643023228
128,64,0.2,False,False,20,64,491477.9961964646,0.9903751609758535,511.09594975393094,1.635449942645301,1.635449942645301,701.0549166766214,2.2608604065079465,397.46883964538574,0.0004105952975805849,0.0003349283942952752,-7.566690328530967e-05,0.8157141503295979
128,64,0.2,True,True,50,32,2072971.0296536046,0.9594040575233412,1078.2800076022827,2.958438295171992,2.958438295171992,1439.781590955241,2.9527101326135106,2018.8795008659363,0.00019625683489721268,0.0014125318266451359,0.0012162749917479232,7.197363737089379
128,64,0.2,True,False,50,32,234363.09513225296,0.9954103600134583,333.4666904087806,1.0525187211430682,1.0525187211430682,484.11062282525154,1.5303144481532756,2004.6829206943512,0.00018642094801180065,0.00015969612286426127,-2.6724825147539377e-05,0.8566425853287278
128,64,0.2,False,True,50,32,243623.42510863382,0.9952290107241251,349.94262616626855,1.123620072015242,1.123620072015242,493.5822374322579,1.594379258835943,1948.2054116725922,0.0001613404310774058,0.00016600621165707707,4.665780579671264e-06,1.028918855295687
128,64,0.2,False,False,50,32,244835.37082199543,0.9952052766353411,340.8865443383793,1.0872436974478177,1.0872436974478177,494.80841830146284,1.5826794197710468,1929.8134429454803,0.00019391438399907202,0.00016683200374245644,-2.708238025661558e-05,0.8603384663989383
128,64,0.2,True,True,50,64,275939.03565948445,0.9945961593006107,363.81082463677143,1.158542212266401,1.158542212266401,525.2989964386801,1.7132545340396697,1034.8108847141266,0.00020713533740490675,0.00018799114332068712,-1.9144194084219635e-05,0.9075763975183206
128,64,0.2,True,False,50,64,256189.9800817925,0.9949829141142243,343.67401727873295,1.100536610717144,1.100536610717144,506.15213136150334,1.638720412438401,1041.885225534439,0.00020362484792713076,0.0001746038906276226,-2.9020957299508154e-05,0.857478310751674
128,64,0.2,False,True,50,64,231014.9201183344,0.9954759288604526,330.1292837048531,1.0520404723456416,1.0520404723456416,480.64011496995795,1.5551977173835951,987.0377984046936,0.000181087976670824,0.000157334070536308,-2.3753906134516e-05,0.8688267074865214
128,64,0.2,False,False,50,64,276832.85109618807,0.9945786553029503,370.2243713439844,1.1807331095323197,1.1807331095323197,526.1490768747847,1.698454967314609,992.056394815445,0.00022624590201303363,0.00018843637371901423,-3.78095282940194e-05,0.832883035857855
256,128,0.0,True,True,10,32,793111.1120206673,0.9844681413195774,704.7288514941087,2.23317956483986,2.23317956483986,890.5678593013939,2.1537055711020447,489.8186671733856,0.00038049937575124204,0.0005404299008660018,0.0001599305251147598,1.420317444145604
256,128,0.0,True,False,10,32,417720.263671633,0.9918195924821092,450.96557411687644,1.4083232432393769,1.4083232432393769,646.3128218375626,1.9400945475513858,466.2260332107544,0.00034480891190469265,0.0002846364222932607,-6.0172489611431956e-05,0.825490329472505
256,128,0.0,False,True,10,32,389648.427215275,0.9923693361310528,455.5865205317354,1.4299033937598866,1.4299033937598866,624.218252869359,1.8224175250014791,462.144615650177,0.0002763659867923707,0.0002655082498677075,-1.0857736924663186e-05,0.9607124702620499
256,128,0.0,False,False,10,32,2049194.0816824299,0.9598696924011569,1065.9880181734986,3.5843336502544494,3.5843336502544494,1431.500639777164,4.600895398600188,441.1735725402832,0.0018672557780519128,0.0013963310047984123,-0.00047092477325350046,0.7477984651118279
256,128,0.0,True,True,10,64,478762.71743820386,0.9906241701118526,496.34846434545614,1.586546943367777,1.586546943367777,691.926815088275,2.115174826744674,261.3945004940033,0.00039761554216966033,0.00032687626662664115,-7.073927554301918e-05,0.8220912714905014
256,128,0.0,True,False,10,64,695249.7483082114,0.9863846052909152,653.7682667765048,2.0995936730152027,2.0995936730152027,833.8163756536636,2.060474361996386,250.38130950927734,0.0003740877436939627,0.0004731387016363442,9.90509579423815e-05,1.264780013812519
256,128,0.0,False,True,10,64,421387.5596664245,0.9917477741425763,471.347702602277,1.5099040067160205,1.5099040067160205,649.1437126449155,1.9489883115511222,241.45771551132202,0.00032550335163250566,0.00028699031099677086,-3.8513040635734797e-05,0.8816815850203099
256,128,0.0,False,False,10,64,740653.7164831728,0.985495438556853,625.9617011010381,1.9482958160625015,1.9482958160625015,860.6124078138619,2.639138342150196,230.22089290618896,0.00057141826255247,0.0005054034991189837,-6.601476343348622e-05,0.884472079806122
256,128,0.0,True,True,20,32,333612.3812307081,0.9934667157214415,417.3866232586048,1.3325325301932078,1.3325325301932078,577.5918812022102,1.7752291654220635,1009.84907746315,0.0002727453538682312,0.00022732508659828454,-4.5420267269946635e-05,0.8334700605316632
256,128,0.0,True,False,20,32,336834.9757085115,0.9934036061756857,415.35911084475384,1.2933626781561651,1.2933626781561651,580.3748579224564,1.7311590435265094,931.6296911239624,0.00025428630760870874,0.00022952101426199079,-2.4765293346717954e-05,0.9026086241936929
256,128,0.0,False,True,20,32,366972.5034203967,0.992813409147421,455.7269174325955,1.4263165833869653,1.4263165833869653,605.782554569209,1.6391642336858863,921.7071080207825,0.0002229841484222561,0.0002500569389667362,2.7072790544480085e-05,1.1214112784968617
256,128,0.0,False,False,20,32,638056.9632180969,0.9875046378337657,581.923844111466,1.8366521625430323,1.8366521625430323,798.7846788829246,2.5338032636047854,880.4624757766724,0.0006035991827957332,0.00043477496365085244,-0.00016882421914488077,0.7203040959019764
256,128,0.0,True,True,20,64,386917.2171788313,0.9924228226699119,454.07219064573985,1.4897053282891395,1.4897053282891395,622.0267013391236,1.9011789465883795,520.6963329315186,0.000294327997835353,0.0002634233678691089,-3.09046299662441e-05,0.8949993538041456
256,128,0.0,True,False,20,64,574714.1210828017,0.9887451097645588,597.0845187884744,1.923799763013613,1.923799763013613,758.0990179935611,1.8196389686607588,498.10286688804626,0.00026301448815502226,0.00039219119935296476,0.0001291767111979425,1.4911391463796664
256,128,0.0,False,True,20,64,322726.55517083994,0.9936798978461387,404.3080877966413,1.2724823428615102,1.2724823428615102,568.0902702659498,1.7936739999780442,477.2948808670044,0.00022714999795425683,0.0002198692091042176,-7.280788850039244e-06,0.9679472202702576
