num_layers,epochs,batch_size,MSE,R2,MAE,MAPE,MRE,RMSE,CVRMSE,SDE,Training Time (s)
Bi_ALSTM,50,64,198905.32043909744,0.99603856085209,314.47162786931625,0.9526690753439047,0.9526690753439047,445.98802723738834,1.2337213023633975,404.7474820445647,963.5525887012482
